date,red_mosquito,kor_mosquito,gold_mosquito,black_mosquito,loc_num,loc_name,temp,l_temp,h_temp,rain_per_day,wind,dew,humidity,steam_pressure,sunshine_time,sunshine,ground_surface_temp,week_temp,week_l_temp,week_h_temp,week_rain_per_day,week_wind,week_dew,week_humidity,week_steam_pressure,week_sunshine_time,week_sunshine,week_ground_surface_temp
2020-09-06,259,20,2,4,108,서울,21.7,19.5,24.4,6.4,2.7,17.9,80,20.5,0,7.13,22.7,24.04285714,21.25714286,27.24285714,13.9,2.742857143,19.32857143,76.3,22.67142857,2.728571429,11.89714286,24.75714286
2020-09-13,157,22,0,10,108,서울,21.5,16.7,26.6,,1.9,15.6,70.4,17.8,9.8,20.53,24.1,21.51428571,18.55714286,25.18571429,12.18333333,2.742857143,17.32857143,78.71428571,19.85714286,5.128571429,13.92,22.58571429
2020-09-20,240,42,0,2,108,서울,19.7,15.6,24.9,,2,10.6,57.6,12.8,11.4,22.19,21.2,21.5,18.45714286,25.42857143,0.2,2.057142857,15.08571429,69.25714286,17.52857143,6.1,15.80857143,22.25714286
2020-09-27,281,52,0,3,108,서울,20.4,14.9,25.8,,2,12.8,63.3,14.8,9.8,18.7,21.4,19.84285714,15.34285714,25.15714286,0,2.628571429,11.57142857,60.11428571,13.68571429,8.114285714,17.82714286,21.21428571
2020-10-04,327,9,0,1,108,서울,16.6,10.6,21.8,0,2.8,9.8,65.1,12.4,4.3,12.36,17.8,19.2,15.42857143,23.8,9.575,2.057142857,13.71428571,71.95714286,15.87142857,4.6,12.50142857,19.92857143
2020-10-11,313,9,0,1,108,서울,16.9,12.7,20.8,,1.8,10.9,68.5,13,4.9,11.45,16.1,15.95714286,11.02857143,21.25714286,0,2.328571429,6.928571429,56.72857143,10.08571429,9.157142857,17.25571429,15.6
2020-10-18,393,4,0,1,108,서울,13.6,7.2,20.2,,2,6.9,65.5,10,9.7,15.96,12.9,13.25714286,8.6,18.62857143,0,1.942857143,4.428571429,57.68571429,8.728571429,6.771428571,13.33,13.84285714
2020-10-25,255,1,0,0,108,서울,11.8,5.4,18.2,,1.7,4,62.5,8.3,8.8,13.83,10.9,12.42857143,7.7,17.71428571,0,2.171428571,4.928571429,62.64285714,9.157142857,7.7,13.45142857,12.67142857
2020-11-01,105,1,1,0,108,서울,13.7,11.6,15,13.6,2.3,10.9,84.3,13.2,0,1.61,13.1,12.95714286,8.142857143,17.92857143,13.6,2.042857143,4.657142857,60.8,9.071428571,7.314285714,11.74571429,12.51428571
2020-11-08,37,0,0,0,108,서울,8.5,3.1,12.4,,3.1,-4.6,43.8,5,9.5,14.66,9.9,9.571428571,5.628571429,14.08571429,0.766666667,2.485714286,0.242857143,55.3,6.885714286,7.657142857,12.75285714,9.828571429
