date,mosquito,temp,l_temp,h_temp,rain_per_day,cum_rain,wind,dew,humidity,steam_pressure,sunshine_time,sunshine,ground_surface_temp
2016-06-12,5469,24.1,20.3,29.3,,0,1.9,16.8,64.5,19.2,8.8,18.36,30
2016-06-13,6247,24.7,19.6,30.7,,0,1.7,17.5,66,20.1,6.3,16.89,29.3
2016-06-14,5100,26,21,31.3,,0,1.7,17.3,60.1,19.8,7.2,16.41,30.6
2016-06-15,4112,24.3,20.9,30.2,30.5,1,2,19.3,75.1,22.5,1,8.64,26.2
2016-06-16,3632,24.7,19.6,29.4,0.1,2,2.1,18.8,71,21.7,7.3,16.45,26.1
2016-06-17,5415,23.1,21.1,25.7,3.5,3,2,18.3,75.8,21.3,3.2,8.81,23.4
2016-06-18,5483,22.8,19.2,26.7,,0,2.8,15,63.1,17.1,9.1,18.54,24.9
2016-06-19,7859,24.4,19.4,30.3,,0,2.7,15.1,58.4,17.2,13.4,25.57,30.5
2016-06-20,6398,24.4,19.9,29.5,,0,1.6,14.2,55.5,16.3,5,13.72,28.3
2016-06-21,6400,24.7,20.4,29.7,,0,1.8,16.2,61.1,18.5,9.2,17.87,27.9
2016-06-22,6213,25.3,20.9,30.2,,0,2.2,16.2,58,18.6,7.5,17.64,30.9
2016-06-23,7008,24.6,23,26.9,0.2,1,2.8,20.4,78.1,24,0.9,7.45,26
2016-06-24,7509,24,22,26.6,108.5,2,2.3,21.4,86.5,25.6,0,3.23,23.9
2016-06-25,7299,23.5,20.6,27.7,4,3,2.4,19.8,81.4,23.2,4.3,13.17,24.8
2016-06-26,7687,23.5,21.1,26.8,,0,1.6,17.6,70.4,20.1,3.8,12.08,23.6
2016-06-27,8328,21.8,20.2,24.1,29.5,1,3,19,85.1,22,0.8,5.05,22.3
2016-06-28,7782,23.1,20.2,24.8,100.5,2,2.8,21.9,93.6,26.3,0,2.17,22.9
2016-06-29,7621,22.9,20.3,26.9,,0,1.9,17.7,74,20.3,6.7,15.62,24
2016-06-30,7125,24,20.1,28.5,,0,1.3,18.3,71.6,21,5.7,15.11,24.9
2016-07-01,8079,27.3,21.2,32.4,,0,1.8,19.9,66.5,23.4,13.3,24.24,30.7
2016-07-02,6990,27.7,23.2,32.7,,0,2,19.9,64.8,23.3,12.1,24.33,34
2016-07-03,10183,27.9,23.2,33.1,,0,1.8,20.2,64.4,23.7,8.6,20.7,34.5
2016-07-04,5468,28.4,24.8,33.4,,0,1.7,21.4,67.4,25.6,5.6,15.06,32.5
2016-07-05,4824,26.3,22.1,30.9,3,1,2.1,18.9,65.5,22,8.3,17.79,29.2
2016-07-06,3581,26.3,23.2,29.5,,0,2.1,20,69,23.4,4.6,13.8,30
2016-07-07,4222,27.5,24,32.4,0.1,1,2.1,20.4,66.9,24,9.9,16.79,32.2
2016-07-08,4334,26.2,23.7,29.2,1.5,2,2.6,17.6,60,20.2,2.6,12.2,28.3
2016-07-09,5191,20.8,19.8,23.8,46.5,3,3.5,19.5,92.8,22.7,0,3.68,21.5
2016-07-10,4574,21.7,20.4,23.1,2.5,4,2.6,18.5,82.9,21.3,0,5,22.5
2016-07-11,5063,24.4,20.7,28.4,0.2,5,1.5,19.5,75.1,22.6,8.1,14.65,25.5
2016-07-12,5216,27.1,20.9,32.4,,0,1.5,19.4,65.5,22.5,10.3,20.48,29.5
2016-07-13,4264,28.6,24,32.9,,0,1.9,20.5,62.5,24.1,6.8,15.58,30.7
2016-07-14,4431,28.3,24.9,32.2,,0,2.2,20,61.3,23.4,4.9,15.16,31.4
2016-07-15,5017,29.1,25.3,34.1,,0,2.2,21.4,64,25.5,6.5,17.51,32.4
2016-07-16,4533,28.7,27.2,31.6,0.5,1,1.9,22.6,70.4,27.5,3,9.93,30.5
2016-07-17,6677,28,27,30.1,0.5,2,2,23.7,77.9,29.3,0.5,6.61,28.1
2016-07-18,3866,28.4,26.4,31.4,,0,1.9,23.4,75.3,28.8,3.1,9.71,30.1
2016-07-19,5044,28.4,25.6,31.9,,0,2.6,22,69,26.4,6.1,13.94,32.9
2016-07-20,6188,27.6,26.7,28.9,0.5,1,3.2,23,76.4,28.1,0.2,4.67,27.1
2016-07-21,6285,28,26.7,30.5,0.2,2,2.8,22,70.6,26.5,10,17.82,31.9
2016-07-22,6162,26.3,23.4,28.4,59.5,3,1.6,22.8,82.3,27.9,0.5,5.33,26.6
2016-07-23,13430,28.6,26.4,33,0.5,4,2.1,23,73.5,28.2,6.5,15.27,29.6
2016-07-24,5784,28.9,26.6,32.8,0.2,5,1.6,23.1,72.1,28.3,7.6,16.33,30.5
2016-07-25,6949,28.4,25.8,32.4,,0,1.6,22.6,72,27.4,5.6,16.53,30.9
2016-07-26,8177,27.2,25,31.1,2,1,1.2,21.6,72.5,25.8,1.1,9.03,30.3
2016-07-27,8799,29.1,24,34.2,,0,1.6,21.6,65.4,25.8,11.8,19.2,32.3
2016-07-28,12958,30.7,26,35.7,,0,1.6,21.2,59.6,25.4,11.4,15.8,35.9
2016-07-29,7497,31.2,26.5,36,,0,1.8,22.2,60.1,26.8,11.4,17.78,35.1
2016-07-30,6249,30.5,26.6,34,,0,1.7,22.9,64.8,27.9,8.8,13.56,35.5
2016-07-31,5928,30.6,27,35,,0,1.9,20.5,56,24.1,11.9,20.68,38.3
2016-08-01,5175,30.5,26.4,35.5,,0,1.8,22.4,63.1,27.2,10.6,18.34,38.2
2016-08-02,7386,29.3,26.4,33.6,1,1,1.9,22.6,68.3,27.5,6,12.45,32.8
2016-08-03,3874,29.4,26.1,34.8,,0,1.9,21.9,66.3,26.3,9.3,16.98,34.5
2016-08-04,4986,30.5,26.1,36.4,,0,2,22.5,64.1,27.2,12.8,22.2,39.2
2016-08-05,4885,30.4,26.4,35.9,,0,2,23.4,68.3,28.9,11.8,19.62,37.5
2016-08-06,5508,30.2,26.8,35.1,,0,2.4,23,67.9,28.2,10.4,20.66,37.8
2016-08-07,3913,28.9,27.3,31.8,0.2,1,1.9,23.7,74,29.3,4.8,11.38,33.2
2016-08-08,7906,29.1,25.8,34,,0,1.9,21.4,65.5,25.7,8.6,17.09,35.9
2016-08-09,7106,29.3,26.2,34.9,0.5,1,1.6,21.8,64.9,26.2,7.8,12.39,35
2016-08-10,13827,29.9,25.1,34.7,,0,1.9,20.8,60.4,24.6,11.5,17.75,36.4
2016-08-11,10661,29.9,26.2,34.3,,0,1.6,21.5,61.9,25.8,3,11.68,33.5
2016-08-12,19309,28.9,26.6,33.2,11.5,1,1.4,22.5,69.5,27.3,1,9.18,33.7
2016-08-13,7335,30.1,26.5,34.9,,0,1.7,20.6,59,24.4,4.6,13.72,29.6
2016-08-14,8356,30.7,26.9,36.6,,0,2.1,20.8,57.5,24.6,8.3,17.95,33.8
2016-08-15,9036,30.7,25.8,36.3,0.4,1,2.1,21,58,24.9,11.7,18.91,35
2016-08-16,8681,28.3,26,33,8,2,2.1,21.8,68.8,26.2,4.8,10.1,29.5
2016-08-17,6020,29.1,26.4,32.9,,0,1.8,20,59.1,23.4,6.9,13.97,29.4
2016-08-18,4876,27.1,24,32.2,4.5,1,1.9,20.8,70.4,24.7,3.2,11.54,28.9
2016-08-19,4564,23,19.5,28.2,20,2,3.6,12.9,57,15.5,7.6,17.17,23.8
2016-08-20,4077,23.4,16.9,29.7,,0,3.1,9.9,43.3,12.3,12.4,20.97,25.4
2016-08-21,4238,21,18.3,24.5,1.5,1,2.6,13.3,62.5,15.4,3.6,10.21,23.7
2016-08-22,3222,22.2,17.4,27.1,,0,2,12.2,54.5,14.3,7.1,16.17,23.5
2016-08-23,2783,20.6,17.9,24.5,,0,3.3,12.4,60.4,14.5,6.3,12.02,23.1
2016-08-24,2341,17.7,16.1,19.2,17.5,1,3.8,15.1,85.3,17.1,0,3.02,18.1
2016-08-25,3232,23.2,15.8,28.6,,0,3.1,17.2,71.3,19.7,8.8,13.76,21.8
2016-08-26,2816,24.2,20.6,29,4.5,1,2.7,17.7,68.5,20.3,9.1,16.79,25.5
2016-08-27,5067,23.9,20.4,28.6,0.5,2,1.8,18.7,73.8,21.5,3.1,8.93,25
2016-08-28,5762,25.6,22.1,29.6,,0,1.5,19.8,71.3,23.2,2.7,10.25,26
2016-08-29,1918,26.4,23,31.1,,0,1.7,19.2,66.1,22.2,8.4,14.15,28.6
2016-08-30,2847,24.7,21,29,,0,1.8,18.2,69,21,8.3,13.98,26.5
2016-08-31,1848,24.3,20.9,28.6,,0,1.8,18.1,69.8,20.8,2.5,9.88,27
2016-09-01,1973,23,21.5,26.5,4.5,1,1.3,18.5,76.4,21.3,3.8,8.27,23.3
2016-09-02,3339,23.9,19.7,29.3,,0,1.8,17.8,71.1,20.4,9.3,15.29,25.5
2016-09-03,3718,24.4,20,29.1,,0,1.6,17.2,65.4,19.6,7.1,12.96,26.4
2016-09-04,4083,24.5,22.1,28.2,,0,1.7,17.6,66.3,20.1,3.8,9.83,25.6
2016-09-05,4148,23.4,21.4,27.5,2.5,1,1.9,17.2,68.9,19.7,6.2,9.18,23.6
2016-09-06,4383,24.6,19.6,30.8,,0,1.8,16.6,62.5,18.9,8,15.74,25.6
2016-09-07,3511,24.6,21.4,28.9,,0,1.8,17.6,66.1,20.2,7.2,11.88,27.8
2016-09-08,5339,23.9,18.8,29.5,,0,1.3,17.2,68.1,19.7,5.8,13.62,26.5
2016-09-09,6994,24.6,20.4,29.5,,0,1.5,17.1,64.9,19.5,3.8,11.91,26.4
2016-09-10,4622,23.1,18.5,28.2,7,1,2.9,15.7,64.8,17.9,7.1,13.53,23.1
2016-09-11,8553,23.5,20.2,28.3,,0,3.1,13.3,53.4,15.3,9.3,15.29,24.7
2016-09-12,6065,21.9,18.2,27.8,,0,3.5,11.6,53.3,13.7,10.1,16.12,25.7
2016-09-13,7599,20.6,15.4,26.8,,0,3.1,6.4,41.1,9.6,11.6,19.23,24.8
2016-09-14,6871,20.2,14.3,25.3,,0,2,6.9,43.4,9.9,10.8,15.52,22.9
2016-09-15,5432,21.9,17.5,27.2,,0,1.8,9.4,46.3,11.8,9,15.24,26
2016-09-16,5545,21.4,16.4,27.9,,0,1.6,12.4,57.9,14.5,9.1,14.3,24.6
2016-09-17,0,22.3,16.5,28.9,,0,1.6,13.7,60.6,15.7,9.3,14.56,25.5
2016-09-18,0,23,18.6,29.7,,0,1.2,13.6,57.6,15.6,5.2,12.66,26.6
2016-09-19,0,23.6,19.7,28.9,,0,1.8,14.9,59.1,17,6.5,11.48,26.2
2016-09-20,6457,21,19.1,23.8,13.5,1,1.3,17.7,82.5,20.3,0,2.77,21.5
2016-09-21,5300,19.9,18.7,21.8,0.5,2,1.3,17.1,84.6,19.5,0,3.59,20.7
2016-09-22,10302,20.4,18.2,24.8,,0,3,13.3,64.4,15.3,5.3,12.55,21.3
2016-09-23,9935,20.5,17.7,23.5,,0,1.6,14,66.9,16,0.4,7.66,20.9
2016-09-24,11616,21.1,17.5,25.6,,0,1.2,14.9,69,17,4.3,10.06,21.8
2016-09-25,11464,19,16.7,22.4,18.5,1,2.7,16.2,84.1,18.5,0,2.6,18.6
2016-09-26,12566,22.7,19.6,27.9,6.5,2,2.7,17.3,73.3,19.9,8.5,14.52,23.6
2016-09-27,12727,22,15.6,29,,0,2.4,12.8,58.9,14.9,10.9,16.86,22.4
2016-09-28,3531,21.1,17.5,27.2,,0,3,13.3,61.9,15.3,6.1,11.59,22.1
2016-09-29,3384,18,13.6,23.5,,0,2.6,9.5,59.3,11.9,10.7,15.52,21
2016-09-30,4333,19.7,16.5,24.8,2,1,2.6,13.2,67.8,15.3,4.7,9.25,21.9
2016-10-01,4316,16.8,10.3,21.8,6,2,2.9,9.8,66.4,12.7,7.2,12.09,18
2016-10-02,4033,11.3,6.5,16.6,,0,2.9,-0.2,46.3,6,10.7,16.46,14.6
2016-10-03,19458,14,7.4,21.4,,0,1.6,1.2,43.3,6.7,10.3,15.29,16.3
2016-10-04,16871,15.4,10,21.1,,0,1.8,7.9,62.4,11,8,11.48,16.5
2016-10-05,4161,15.5,11.4,20.7,,0,2,6,57,9.7,10.5,13.98,18
2016-10-06,3996,15.2,9.3,21.9,,0,1.4,2.4,44.1,7.4,9.3,13.22,17.2
2016-10-07,3289,16.7,10.5,23.5,,0,1.3,9,61.8,11.5,8.5,11.82,17.2
2016-10-08,2976,19.1,12.4,27.1,,0,1.3,10.4,60.6,12.6,8.3,12.6,19.6
2016-10-09,1066,17.2,15.4,19.5,1.5,1,1.5,12.3,74.1,14.4,0,3.06,16.5
2016-10-10,1076,17.5,14.5,21.7,,0,1.4,13,76.1,15,7.2,9.51,18.2
2016-10-11,1582,17,11.2,24,,0,1.4,11.2,70.9,13.3,8,12.24,17.7
2016-10-12,2632,18,14,24.3,,0,1.5,11.4,67.6,13.5,8.7,11.84,18.9
2016-10-13,1967,18.6,12.9,25.8,,0,1.8,10.3,61.3,12.6,9.3,12.55,19.4
2016-10-14,1628,17.9,15.7,22,,0,3,9.5,58.6,11.9,3.2,8.17,19.3
2016-10-15,1922,18.3,14.5,22.8,,0,1.8,10,59,12.3,5.4,8.59,20.1
2016-10-16,2728,13.3,10.6,17.8,2.5,1,4,6.9,66.3,10,0.1,2.33,13.8
2016-10-17,1999,15.1,9,20.6,,0,2.4,5.7,54.8,9.2,9.4,13.55,16.4
2016-10-18,2381,14.1,12.5,17.5,37,1,2.2,11.2,84,13.3,3.2,4.25,14
2016-10-19,2586,13.3,10.5,16.3,,0,1.4,10,81,12.3,2.2,5.48,13
2016-10-20,2257,14.6,8.6,20.9,,0,1.9,7.8,65.4,10.7,5.9,9.88,13.5
2016-10-21,4279,14.6,10.2,18.4,0.3,1,2.5,7.1,61.8,10.3,4.3,7.11,14.4
2016-10-22,3909,7.8,3.5,11.2,,0,3,-4.9,40.3,4.3,1.1,6.54,8.3
2016-10-23,3590,7.9,1.6,15.1,,0,1.5,-8.7,31.9,3.2,9.7,13.56,8.6
2016-10-24,920,5.7,0.7,8.2,0.5,1,2,-1.7,59.9,5.6,0,2.14,6
2016-10-25,2878,1.5,-2.4,6.6,,0,2.7,-9.9,43.6,2.9,9.8,13.52,4.1
2016-10-26,1164,4.1,-2.7,10.5,0.1,1,1.4,-5.3,53.1,4.4,7.6,10.76,5.4
2016-10-27,1120,9.1,4.2,14.1,0.2,2,1.6,1.7,62.8,6.9,8.8,9.91,10.8
2016-10-28,2305,12.3,8.2,15.7,,0,2.7,6.3,67,9.7,2.6,5.14,11.6
2016-10-29,947,15,12.2,18.1,,0,2.2,11,77.4,13.2,2.8,5.09,15.4
2016-10-30,57,14,11.9,18.3,,0,3.4,5.9,59.4,9.4,5.4,8.91,15.3
2016-10-31,190,12.8,8.5,17.8,5.5,1,2.8,7.3,71.3,10.3,2.2,5.09,13.8
2017-04-17,1102,15.1,8.3,21.3,,0,2.7,0.5,39.4,6.4,12.1,21.56,18.3
2017-04-18,477,16,12.9,20.4,,0,2.7,7.3,56.8,10.3,4.7,0,18.4
2017-04-19,212,15.1,10.5,20.2,,0,3.3,-1.9,36,5.7,12.6,25.55,21.8
2017-04-20,750,13.6,7.9,19.8,,0,3.3,-0.5,41.8,6,12.8,24.94,20.2
2017-04-21,585,14.4,8.9,21.5,,0,3,5.2,57.3,8.9,12.2,22.59,19.1
2017-04-22,606,17.1,9.6,23.7,,0,2.7,3.1,44.3,7.8,12.5,24.45,22.1
2017-04-23,889,19.3,13.7,27.8,,0,2.6,10.1,57.9,12.4,11.4,21.96,24.2
2017-04-24,805,20.1,12.8,28.3,,0,1.9,8,50.8,10.9,11.9,24.3,25.8
2017-04-25,1035,20.7,15.2,28,,0,2.1,6.4,42,9.7,8.7,20.21,25.4
2017-04-26,945,21.5,14.5,30.2,,0,2,4,34.1,8.2,12.6,24.05,27.2
2017-04-27,863,21,14.8,27.5,,0,2,7.7,43.6,10.6,8,17.89,25.4
2017-04-28,747,20.9,15.5,27,,0,3.2,10.6,53.4,13,11.6,23.38,28.4
2017-04-29,766,14.9,10,19.3,,0,3.8,-2.5,32,5.4,12.4,25.23,22.3
2017-04-30,1104,16.6,10.9,22.8,,0,3.2,2.1,42.6,7.4,12.6,25.9,23.6
2017-05-01,1057,17.9,11.1,23.5,,0,2.1,5.1,43.6,9,6.1,16.92,21.7
2017-05-02,1347,17.1,15.3,22.6,2.5,1,1.6,9.3,62.6,12,1.3,8.34,19.7
2017-05-03,1249,16.4,14.2,20.8,2.5,2,2.5,11.3,73,13.5,7,15.29,18.4
2017-05-04,1284,19.3,13.1,24.8,,0,1.8,12.3,65.3,14.4,5.3,16.69,21.6
2017-05-05,1187,19.1,16.8,21.1,,0,2.1,13.8,71.6,15.8,0,5.57,17.6
2017-05-06,1208,16.4,12.4,22.6,6,1,3.1,12.3,77.8,14.3,2.2,8.35,17.2
2017-05-07,969,15.7,11,20.7,,0,3.7,6.6,58.3,9.8,13.1,27.71,19.9
2017-05-08,1115,16,12.3,20.1,,0,2.8,8.3,61.4,11,8.1,17.5,20.7
2017-05-09,1415,17.1,13.3,22.3,,0,2,8.9,60.5,11.4,9.6,16.79,22
2017-05-10,1287,18.6,12.3,25.9,,0,2.1,7.8,51.5,10.6,13.2,26.53,25.8
2017-05-11,1304,20.4,13.9,26.9,,0,2.3,6.6,41.9,9.8,12.9,24.44,27.2
2017-05-12,2064,21.1,15.1,27.9,,0,2.6,6.7,42.6,9.9,13.3,26.72,28.9
2017-05-13,1876,20.9,15.4,27.3,,0,2.4,7.5,44,10.4,13,24.18,27.8
2017-05-14,1330,21.5,16,27.6,,0,2.3,9.3,48.1,11.8,11.9,26.62,30.6
2017-05-15,2047,21.8,15.9,28,,0,2,11.3,53.6,13.4,11.8,22.27,29
2017-05-16,1974,20,17.2,24.4,5,1,1.9,13.5,68,15.6,2.4,11.66,23.6
2017-05-17,2031,21.8,16.9,27.8,0.1,2,2,12.9,60.4,15,12.7,24.99,27
2017-05-18,2228,19.2,14.4,24.4,,0,3.4,6.1,45.6,9.8,12.8,24.3,25.9
2017-05-19,2025,17.7,12.4,23.2,,0,2.9,3.8,41.5,8.2,11.3,25.32,26.1
2017-05-20,2086,19.5,13.7,26.4,,0,2.2,6.3,46.1,9.8,13.5,26.95,28.4
2017-05-21,2116,21.2,14.4,27.9,,0,2.7,9.7,50.6,12.6,11.2,23.57,28.3
2017-05-22,2064,22.9,18.1,29.3,,0,2.3,14.6,61.8,16.6,9.7,22.29,29.8
2017-05-23,2099,23.6,18.6,30.3,,0,2.4,7.3,43.5,11.3,11.1,21.3,29.1
2017-05-24,1882,23.3,17.7,29.6,,0,1.9,11.1,49.1,13.6,10.2,20.09,30.7
2017-05-25,3017,23.3,20,27,,0,3.1,11.6,51.8,14.6,10.6,21.83,31.4
2017-05-26,1921,20.5,15.5,25.6,,0,2.8,4.7,37.4,8.6,12.2,25.66,29.1
2017-05-27,2161,20.5,16.1,26.5,,0,3,7.3,44,10.2,13.5,27.88,31.2
2017-05-28,2142,21.7,15.1,28.1,,0,2.6,5.2,36.9,8.9,13.6,27.49,30.3
2017-05-29,2293,24.2,16.4,30.3,,0,1.9,6.1,33.3,9.4,12.9,26.62,32.8
2017-05-30,2520,19.4,14.5,23.9,15.5,1,2.5,10.2,60,12.7,0,7.4,21.6
2017-05-31,2131,17.6,15.1,19.2,12.5,2,2.4,16,91.4,18.3,0.2,3.47,17.8
2017-06-01,2081,20.1,15.1,25.9,,0,2.8,13.3,67.3,15.3,11.8,25.61,23.1
2017-06-02,2317,21.2,17.9,25.7,0.1,1,3.3,15.2,69.8,17.3,7.4,16.67,23.8
2017-06-03,1948,21.5,16.7,27.5,4.5,2,2.3,7,46.8,10.8,9.8,24.26,22.4
2017-06-04,2043,22.8,14.8,29.6,,0,2.2,5.1,33.8,8.8,13.7,28.53,26.8
2017-06-05,2206,22.1,17,28,,0,2.8,9.1,45.5,11.7,12.2,24.22,27
2017-06-06,2360,21.5,18.3,25.9,,0,2.4,13.9,63,15.9,10.3,21.29,28.7
2017-06-07,1292,21.8,17.8,26.8,,0,2.8,13.9,63,15.9,11.9,25.27,30.1
2017-06-08,1722,23.1,18,29.6,,0,2.5,14.8,62.4,16.8,11.4,24.81,30.5
2017-06-09,2427,25.5,20,32.7,,0,2.2,15.2,55.8,17.3,11.9,24.11,32.5
2017-06-10,2442,24.2,20.6,29.9,,0,2.4,13.2,52.3,15.3,12.7,24.5,32.2
2017-06-11,2613,24.3,18.6,31.8,,0,2.3,12.8,52,14.9,13.2,26,32.4
2017-06-12,2792,24.8,19.5,30.2,,0,1.8,12.8,50.9,14.9,11,21,30.4
2017-06-13,2697,26,20,32.7,,0,2.1,12,43.4,14.1,7.9,18.81,30.3
2017-06-14,2558,25.4,21.7,31.6,,0,2.9,14.3,52.6,16.4,11.1,23.53,34
2017-06-15,2986,25.3,21.2,30.4,,0,2.5,15.7,57.3,17.9,10.8,23.53,34.8
2017-06-16,3272,26.7,21.3,34.1,,0,2,15.8,53,17.9,12.9,22.75,34.6
2017-06-17,3714,24.5,21.5,27.8,3.5,1,1.2,15.8,60.4,18.2,0.8,7.22,26.3
2017-06-18,3480,23.8,21,28.4,1.5,2,1.5,18.9,75.4,21.8,4.6,12.96,24.4
2017-06-19,3947,23.1,20.1,29.9,29,3,2.2,18.3,76.9,21.1,4.9,14.3,24.5
2017-06-20,3931,25.2,20.8,30.5,,0,2.2,18.4,67.5,21.2,7.8,18.34,27.3
2017-06-21,3969,26,22.5,30.5,,0,2.1,18.3,63.5,21,6.9,16.7,27
2017-06-22,4069,26.2,21.9,31.5,,0,2.2,18.5,64.8,21.3,9.5,21.06,29.5
2017-06-23,4666,25.9,22.2,30.9,,0,2.2,18.6,65.9,21.5,7.7,19.45,31.4
2017-06-24,5131,25.3,22.4,30.7,0.5,1,2,19.9,73.6,23.3,3.4,13.89,30.5
2017-06-25,4714,24.3,21.9,26.8,92,2,2.5,22.6,90.5,27.4,0,5.5,24.7
2017-06-26,5298,24.7,21.9,27.4,67.5,3,3.5,22.3,87.6,27,2,9.19,25.1
2017-06-27,5862,26.7,23.8,31.6,0.5,4,2,21.4,74.5,25.6,9.4,19.73,28.3
2017-06-28,6250,27.4,23.3,32.6,,0,1.5,20.3,66.9,23.8,7.8,18.39,27.2
2017-06-29,6136,27.6,23.9,34.6,34,1,1.7,21.5,72.3,25.9,8.3,19.12,31.1
2017-06-30,6007,26.4,24.4,28.4,16.5,2,2,22.7,80.8,27.7,1,6.32,26.4
2017-07-01,6183,26,24.6,27.6,4.5,3,2.6,22.8,83.3,27.8,0.1,4.66,25.9
2017-07-02,6681,26.3,23.8,30.3,32.5,4,1,24,88,29.8,1.6,9.27,27.4
2017-07-03,5803,24,22.6,25.4,144.5,5,2.3,23.4,96.5,28.7,0,2.01,24.4
2017-07-04,6094,26,22.2,30.9,1,6,2.1,22.2,81.4,26.9,5.6,13.94,27.2
2017-07-05,5489,27.1,24.9,31.1,,0,2.3,22.2,75.9,26.8,7.7,17.01,29.2
2017-07-06,4774,27.6,23.1,32.1,,0,1.5,21.5,71,25.7,9.2,19.23,29.2
2017-07-07,4894,28.7,26.1,33,,0,2.1,22.1,68.4,26.6,6.6,16.04,30.7
2017-07-08,3999,25,23.4,27.3,42.5,1,2.2,22.9,89,28,0.5,5.65,25.7
2017-07-09,4588,26.2,23.4,28.8,22.5,2,1.4,22.9,83.4,27.9,0.9,10.5,27.1
2017-07-10,3794,26.8,24,29,7.5,3,2,22.3,77.3,26.9,0.3,11.18,28.1
2017-07-11,2140,26.5,23.9,30.7,2.5,4,1.6,22.7,80.6,27.5,4.3,11.5,27.5
2017-07-12,3291,28.3,24.5,34.1,,0,1.8,22.3,71.4,26.9,7,20.43,29.6
2017-07-13,3067,29.9,26,34.9,,0,2.2,22.6,66.1,27.4,10.3,20.59,33.2
2017-07-14,3928,29.8,27.3,32.4,,0,2.5,24.4,73.1,30.5,2.1,10.81,30.7
2017-07-15,4552,29.3,27.5,32.5,0.5,1,2.3,24.4,75.8,30.6,2.3,10.01,30.9
2017-07-16,4428,27,26.1,28.1,133.5,2,2.1,25,89.5,31.7,0,2.72,26.7
2017-07-17,4362,26.2,25.6,27.3,3,3,1.2,22.9,82.3,27.9,0,5.17,26.8
2017-07-18,5447,29.4,24.6,35.4,,0,1.9,21.3,64.1,25.4,10.7,21.74,31.7
2017-07-19,5155,28.7,24.2,32.8,,0,2.7,18.6,55.6,21.5,11.4,22.61,32.5
2017-07-20,5492,27.1,24.9,29.7,3.5,1,1.9,19,62.5,22.1,1.2,10,29
2017-07-21,6136,25.5,24.8,26.9,8.5,2,1.5,24,92.1,29.9,0,3.38,25.9
2017-07-22,6299,27.2,25,30.1,,0,2.3,21.6,72.3,25.8,2.5,11.78,27.5
2017-07-23,5717,27.9,24.7,32.6,,0,1.9,20.3,64.4,23.8,6.9,18.56,29.9
2017-07-24,5957,25.7,24.8,27.1,3.5,1,1.4,22.4,82.3,27.1,0,4.34,26.1
2017-07-25,3849,28.6,24.1,33,2,2,1.7,22.9,73,28,8.8,18.08,29.4
2017-07-26,4511,30,26.6,33,,0,1.3,24.2,71.9,30.2,3.9,11.98,30.4
2017-07-27,4474,30.2,27.2,33.9,,0,2.2,21.3,60.6,25.4,10.4,21.79,32.8
2017-07-28,3590,30.3,25.9,35.3,,0,2.1,21.4,60.1,25.6,11.8,22.18,34.6
2017-07-29,4027,31.4,27.6,34.8,,0,1.9,23.3,63,28.7,9.4,16.84,35.8
2017-07-30,4723,29.8,28.2,34,5,1,1.9,24,71.9,29.9,3.7,11.98,32.1
2017-07-31,5016,29.2,26.4,34.4,,0,2.4,22.2,68.1,26.9,10.7,22.74,33.6
2017-08-01,3964,28.2,25.5,31,,0,1.9,21.2,67.1,25.3,5.6,13.47,30.5
2017-08-02,4989,27.6,24.6,32,2.5,1,2.3,20.5,66.4,24.1,4,14.17,32
2017-08-03,3903,24.8,23.9,26.3,5.5,2,2,23,89.9,28.1,0,6.21,27.4
2017-08-04,3999,27,23.9,32.4,0.5,3,2.3,21.4,72.5,25.5,7.3,15.55,29.4
2017-08-05,3717,27.8,23.2,32.6,,0,2.1,19.1,60.3,22.2,9.6,18.42,29.2
2017-08-06,3718,26.3,24.2,28.4,,0,2.8,18.3,62.1,21.1,1.4,11.22,27.8
2017-08-07,4362,24.6,23.1,27.1,1.5,1,3.6,18.1,67.5,20.9,0,7.26,25.4
2017-08-08,3885,21.9,20.8,24,93.5,2,3.6,20.8,93.8,24.5,0,3,22.9
2017-08-09,4233,23.3,20.5,26.8,2,3,3.7,19.6,80.5,22.8,1.6,10.41,24.6
2017-08-10,3702,24.8,21.2,27.7,0.5,4,2.1,20.4,77.1,24,1.8,9.67,26.1
2017-08-11,3911,26.3,23.9,30.6,,0,1.3,21.4,75.6,25.5,5,12.1,26.8
2017-08-12,3936,26.1,23.1,28.7,,0,2,21.4,75.8,25.4,1.2,9.79,26.9
2017-08-13,4018,23.2,22,25.8,124.5,1,2.9,22.4,95.6,27.1,0,3.48,23.8
2017-08-14,3627,25.8,23.7,29.2,5,2,2.4,22.2,81.5,26.9,5.2,10.72,26.9
2017-08-15,3615,27.3,23.4,31.5,,0,1.9,21.1,70.6,25.1,9.5,16.45,29
2017-08-16,3351,27.2,24.6,30.2,31.5,1,2.6,24.2,84.1,30.3,2.4,8.22,27.4
2017-08-17,3658,26.5,23.9,28.1,14,2,4,23.7,85.3,29.4,0.8,3.62,25.7
2017-08-18,3363,25.3,22.2,30.6,,0,1.7,16.2,61.9,19,8.5,20.24,25.7
2017-08-19,3944,24.2,19,29.2,,0,2,13.4,54.5,15.7,12.5,24.43,27.3
2017-08-20,3978,22.7,19,26.7,,0,1.4,14.9,62,17,3.3,10.32,24.8
2017-08-21,3829,21.5,18.3,26.5,9,1,1.5,15.9,73.1,18.2,1.3,6.82,22.6
