date,mosquito,temp,l_temp,h_temp,rain_per_day,cum_rain,wind,dew,humidity,steam_pressure,sunshine_time,sunshine,ground_surface_temp
2017-08-22,3847,19.5,17,24,,0,3.2,8.3,51.4,11.4,11.3,21.08,22.8
2017-08-23,3702,19.8,16.1,23.9,,0,1.5,10.3,55.8,13.2,3.4,9.64,19.7
2017-08-24,3662,22.2,16.6,27.6,,0,1.6,14,62.4,16,11.8,19.21,24.3
2017-08-25,3156,23.3,17.1,29.7,,0,2.2,13.3,56,15.3,12.4,22.7,26.6
2017-08-26,4089,23.8,18.6,29.6,,0,1.8,14.8,59,16.9,10.7,19.67,27.2
2017-08-27,3381,23.7,19,29.2,,0,1.6,16.2,64,18.4,8.5,15.85,25.6
2017-08-28,2979,24.6,19.7,30.1,,0,1.6,13.7,53.8,15.8,8.8,17.94,28.6
2017-08-29,2347,21.9,20.4,23.7,,0,1.7,14.3,62.4,16.4,0,5.38,22.6
2017-08-30,3011,20.6,18.5,24,2,1,1.2,16.1,75.5,18.3,0,6.06,21.5
2017-08-31,2853,22.4,17.8,27.5,,0,1.4,17.1,73.3,19.7,7.6,14.01,24.3
2017-09-01,3435,24.3,20.4,29.9,,0,1.7,17,67.5,19.6,9.7,19.77,27.6
2017-09-02,2928,23.8,19.2,28.2,,0,1.4,17.6,70.1,20.1,11.1,16.69,26.5
2017-09-03,3160,23,19.9,26.1,0.5,1,1.4,18,74.3,20.7,0,7.34,24.3
2017-09-04,3549,21.2,18.6,24.6,24,2,1.7,17.3,79.8,19.8,1.9,8.17,22.6
2017-09-05,3307,22.1,17.7,27.9,,0,1.9,12.8,58.6,15.2,11.6,19.09,23.3
2017-09-06,2985,21.4,15.9,27.5,,0,1.9,9.7,49.3,12.1,11.9,21.6,23
2017-09-07,2874,22.4,14.8,29.5,,0,1.7,10.5,48.8,12.7,11.5,20.59,23.9
2017-09-08,3519,22.6,17.8,27.9,,0,3.6,10.7,48.4,13,11.3,19.03,25
2017-09-09,3789,22,16.7,27.6,,0,3.6,11.2,50.9,13.3,11,20.23,25.2
2017-09-10,3774,23.1,19,29.2,,0,2.7,12.2,51.3,14.2,10,19.04,26.7
2017-09-11,3365,21.9,16.4,27.6,,0,2.1,14,62.8,16.1,11.4,18.98,25.8
2017-09-12,3546,22.6,20.1,25.8,8,1,3,18.7,79.1,21.7,2.1,7.26,24.6
2017-09-13,4284,19.5,14.1,24.9,,0,2.4,7.9,48.9,10.8,11.6,20.74,20.3
2017-09-14,3709,20.3,14.2,27,,0,1.6,10.5,57.3,12.8,11.5,19.35,21.7
2017-09-15,3811,20.6,15.4,26.8,,0,2.1,12.3,60.8,14.4,11,16.7,22.1
2017-09-16,3255,21.8,17.6,27.3,,0,1.6,15.7,69.8,17.9,7.3,13.3,23.3
2017-09-17,3308,22.4,18.8,27.9,,0,2,16.8,71.5,19.2,5.4,11.77,24.3
2017-09-18,3478,23.4,17.4,30.1,,0,1.4,14,58,16,10.4,16.62,25.2
2017-09-19,3572,25.1,19.4,31.4,,0,1.9,15.5,57,17.6,8.7,15.66,27
2017-09-20,3330,22.7,19.9,27.3,0.5,1,1.7,16,66.4,18.3,0,0.02,24
2017-09-21,3217,19.2,14.2,25.3,,0,2.8,7.1,49.1,10.6,0,11.81,23
2017-09-22,3379,17.4,11.2,23.5,,0,2.2,2.6,39.3,7.5,10.5,13.75,20
2017-09-23,3556,20,14.7,25.9,,0,1.5,12.9,64.9,15.2,5.8,6.11,21.1
2017-09-24,3899,18.2,15.5,21.2,4,1,2.3,13.4,74.8,15.4,0.6,3.06,18.8
2017-09-25,4201,22,15.6,29.4,1.5,2,2.3,13.6,62.3,15.6,10.2,11.2,21.7
2017-09-26,3692,17.6,13.4,23.6,,0,2.3,6.8,49.8,10.1,6.7,7.19,18.2
2017-09-27,3511,16.7,10.7,24.3,,0,1.8,5.5,48.5,9.1,8.5,9.93,17.5
2017-09-28,3975,18.7,13.9,23.4,,0,2.1,9.6,56.4,12,6.4,7.21,18.7
2017-09-29,3302,18.9,16.2,23.3,0.5,1,2.3,12.2,66.4,14.3,4.6,5.32,19.4
2017-09-30,3436,21.9,16.9,28.8,,0,1.2,15.2,67.6,17.3,6.2,9.17,23.9
2017-10-01,3161,23,19.3,28.7,,0,1.4,16.2,66.9,18.4,10,9.32,25.3
2017-10-02,2342,22.5,19.8,27.6,,0,1.5,15.4,66,17.6,6.5,7.24,24.9
2017-10-03,4307,21.4,18.6,24.8,0.4,1,1.3,17,76.9,19.4,1,3.75,22.1
2017-10-04,3281,15.5,12.2,21.7,20,2,2.9,11.3,77.1,13.8,1.9,3.87,17.4
2017-10-05,3553,11.4,8.8,0,,0,2,5.9,71,9.3,0,2.23,11.7
2017-10-06,3638,12.8,6.1,18.9,,0,3.2,2.3,51,7.3,9.6,9.41,12.8
2017-10-07,2741,14.4,9,20.5,,0,0,0.8,42.8,6.6,10.6,10.58,13.5
2017-10-08,3672,15.8,9,23,,0,1.7,2.7,42.5,7.5,9.3,9.97,15.3
2017-10-09,3771,16.6,13.6,22,,0,1.7,5,47.6,8.8,5.3,7.3,17.2
2017-10-10,3500,16.2,9.2,23.9,,0,1.3,4.4,47.1,8.5,10.3,10.3,16.2
2017-10-11,2718,16.5,14.2,19.1,0.1,1,2.4,8.2,58.8,10.9,0.3,3.13,15.7
2017-10-12,1610,17,11.9,23.2,,0,1.8,8.1,58.3,10.8,9.2,9.08,16.8
2017-10-13,672,17,11.1,24.2,,0,1.5,8,58.6,10.8,10.1,9.75,16.9
2017-10-14,1701,17.6,11,25.2,,0,1.3,6.8,52.8,9.9,10.1,9.75,16.7
2017-10-15,2566,16.3,11,23.5,,0,3.1,5.5,50.4,9,9.6,8.97,15.6
2017-10-16,2833,13.7,8.6,20.6,,0,1.4,2.1,47,7.2,10.1,9.37,14.4
2017-10-17,2416,14.4,9.9,20.9,,0,1.9,4.6,54.3,8.6,8.2,7.95,14.3
2017-10-18,2473,14.4,9.5,20.6,,0,1.5,5.7,59,9.2,9.5,9.17,14.7
2017-10-19,1773,14.5,10.7,18.1,,0,1.2,5.4,56.5,9,1.8,4.42,14.6
2017-10-20,2133,16.9,11.9,24.2,,0,1.2,7.1,54.4,10.1,9.7,8.47,16.8
2017-10-21,1818,17.2,10.6,24.8,,0,2,6.7,51.9,9.9,9.8,8.75,16.5
2017-10-22,2293,11.5,6.3,17.2,,0,3.3,-0.8,45.6,6.5,7.3,7.94,12.1
2017-10-23,1825,7.7,2.5,13.2,,0,2.4,-10.4,27.4,2.8,9.8,9.16,10.1
2017-10-24,1189,10.4,3.6,16,,0,1.8,1.2,54.3,7,9.5,8.01,11.4
2017-10-25,1109,14.4,11.5,18.1,,0,2.1,9.3,72.4,11.8,2,2.94,14.5
2017-10-26,1361,15.5,14,18,1,1,1.6,11.7,78.8,13.8,1.2,2.28,14.6
2017-10-27,1619,12.3,6.1,16.6,1.5,2,3.2,5.8,66,9.9,5.9,5.24,12.8
2017-10-28,1469,7.8,4.5,13.7,,0,2.5,-2.9,47.9,5,9.6,8.3,8.6
2017-10-29,1671,8.4,2.6,15.4,,0,1.5,-1.2,52.5,5.8,6.5,0,7.9
2017-10-30,149,11.4,8,16.5,,0,1.5,4.6,64.5,8.5,5.9,6.24,11.9
2017-10-31,154,14.4,9.2,18.4,,0,1.5,6.7,61.4,9.9,3.3,4.41,14.4
2018-04-30,1313,19.2,14,25.5,,0,1.2,10.1,60.3,12.5,7.1,17.7,18.4
2018-05-01,1837,17.5,11.6,22.9,,0,1.7,6.8,50.9,10,11.3,23.25,21.3
2018-05-02,1871,15.7,9.2,21.8,,0,1.7,5,50.4,8.8,12.6,26.77,21.7
2018-05-03,468,15.4,11.3,21.4,,0,2.3,8.9,67.4,11.5,12.3,26.53,22.5
2018-05-04,1052,16.1,11.9,21.3,,0,1.8,7.6,59.8,10.5,5.3,18.7,21
2018-05-05,1717,14.2,11.8,16.1,32,1,0.9,12.3,89.3,14.4,0,1.32,14.6
2018-05-06,2246,15.8,12.7,20,0.5,2,1.9,12.5,82.5,14.5,6.9,16.37,18.4
2018-05-07,1361,18.2,11.9,24.5,,0,1.4,12.4,71.4,14.5,7.2,19.19,21.2
2018-05-08,2931,23.2,15.4,29.3,,0,1.1,13.3,56.4,15.5,8.9,21.18,25.3
2018-05-09,1988,22.3,21.8,24.4,45,1,1.9,21.1,93.8,25.1,0,1.6,21.6
2018-05-10,2906,20.9,18.8,23.5,83,2,1.4,20.4,97,24,0,3.96,21.2
2018-05-11,2422,16.3,12.2,19.3,6.5,3,1.3,13.9,86.8,16.3,0.4,5.64,18.2
2018-05-12,3117,17.6,10.3,24.7,,0,1.5,5.6,47.5,9.1,12.7,29.13,21.2
2018-05-13,1533,17,11.5,22.6,,0,1.4,-0.2,32.1,6.1,4.2,14.42,16.9
2018-05-14,2376,17.8,11.3,23.7,,0,1.4,4.7,43.9,9.1,8.8,24.59,21.8
2018-05-15,3076,18.1,15.4,23.2,12.5,1,1.1,13.4,75.5,15.5,2.7,10.87,19
2018-05-16,3529,17.3,13.6,23.3,6.5,2,2.5,7.7,57.1,10.7,12.7,29.2,21.9
2018-05-17,1964,18.3,11.2,23.7,,0,2.2,6.2,47.4,9.6,12.5,27.02,22.1
2018-05-18,1634,19.7,13.8,26.2,,0,1.8,6.9,47.4,10.1,12.1,25.48,23.1
2018-05-19,1849,21.8,14,29.6,,0,1.4,10,50.1,12.3,12.6,26.86,26.3
2018-05-20,2837,20.3,17.3,24.7,,0,1.7,8.3,47.4,11,4.7,17.12,23.6
2018-05-21,2680,22.3,16.2,29.1,,0,1.6,11,49.8,13.2,12.5,26.49,27.9
2018-05-22,2708,21.4,19.1,25.9,1,1,1.8,15.3,69.3,17.5,3.4,13.34,25.2
2018-05-23,2119,20.2,15.8,24.7,,0,1.9,14.1,69.8,16.2,9.8,21.67,24.8
2018-05-24,2663,20.9,14.2,27.6,,0,1.9,11.8,58.9,13.9,12.9,26.94,28.3
2018-05-25,2636,23.8,17.5,30.2,,0,1.9,12.1,50.4,14.1,12.9,27.94,30.6
2018-05-26,2778,23.4,17.6,30.1,,0,2,9.6,44.5,12,12.8,28.49,30.8
2018-05-27,3160,24,16.9,30.8,,0,1.6,8.1,39.4,10.8,12.9,27.18,31
2018-05-28,3154,22.6,18.9,27.5,,0,1.9,11.3,50.1,13.6,9.2,21.13,27.4
2018-05-29,3480,23.7,17.7,29.2,,0,1.7,12.7,52.5,14.7,11.4,24.35,30.7
2018-05-30,2838,23,18.4,27.9,,0,2,15.2,62.9,17.4,12.7,26.6,30.9
2018-05-31,3229,22.2,17.8,29.4,,0,2,15.7,69.3,17.9,9.4,24.04,30
2018-06-01,3178,21.9,18.5,27,,0,2.1,15.3,68,17.5,7.1,18.52,31.1
2018-06-02,3270,23.7,18.9,30.1,0.5,1,1.4,14.9,60.6,17,7.9,20.24,29.7
2018-06-03,2828,21.3,18.3,24.9,0.5,2,1.4,12.9,59.9,14.9,1.4,12.82,23.7
2018-06-04,2977,20.2,18,23.9,5,3,1.4,13.5,67.3,15.7,3.3,11.27,24.5
2018-06-05,2760,21.3,16.6,27.1,,0,1.7,14,65.5,16,12.1,23.45,26.2
2018-06-06,3119,22,18.3,27,,0,1.5,14.7,64,16.7,4.9,15.75,25.3
2018-06-07,3491,21.6,18.8,25.1,29,1,1.1,16.6,74.9,19,1.4,10.34,22.7
2018-06-08,3122,21.7,17.2,27,16.5,2,1.4,13.1,60.8,15.2,9.8,23.64,24
2018-06-09,3198,22.5,16.3,28.7,,0,1.4,12.9,56.4,15.1,13,28.06,26.8
2018-06-10,3581,22.8,18.9,27.5,,0,1.3,16.1,66.9,18.2,2.4,14.78,25.3
2018-06-11,4152,24.8,19.9,30.8,,0,1.5,14.4,54.9,16.4,12.6,26.17,30.4
2018-06-12,3417,22.4,19.1,27.2,,0,1.8,14.2,61.3,16.2,3.1,17.65,26.4
2018-06-13,4163,22.7,19.1,28.4,,0,2.3,16.1,68.1,18.3,10.2,24.52,28.9
2018-06-14,4640,23.7,19.4,28.7,,0,2.2,14.9,60.1,17,12.6,28.21,32.2
2018-06-15,4516,25,18.2,32,,0,1.8,10.4,45.1,12.9,12.4,27.4,30.6
2018-06-16,4746,24.5,20.9,28.9,,0,2,12.9,50.6,15.3,8.5,22.19,30.7
2018-06-17,4943,25.2,20.1,32.1,,0,1.9,16.3,62.8,18.8,11.1,25.7,32.8
2018-06-18,5323,27.1,21.3,32.9,,0,1.2,17,57.1,19.5,7.8,20.44,31.7
2018-06-19,4605,22.3,20.2,26.9,71.5,1,2.4,19.9,88.3,23.5,0,1.29,22.5
2018-06-20,4442,22.3,19.1,25.5,1,2,2,18.9,81.9,21.8,2.9,13.56,23.7
2018-06-21,4545,23.3,20.6,27.3,26.5,3,1.1,20.5,85.1,24.1,1.9,9.31,24.5
2018-06-22,5080,24.7,21.9,29.1,6.5,4,1.5,20.4,78.5,24,8.4,18.79,26.6
2018-06-23,5010,24.4,21.6,27.9,14.5,5,0.9,21.4,83.8,25.5,0.5,8.76,24.7
2018-06-24,4673,21.9,21,22.8,83.5,6,0.8,20.9,94.6,24.8,0,2.09,22.2
2018-06-25,4830,22.6,20.6,25.3,59.5,7,0.7,21.8,95.4,26.1,0.1,4.73,23.5
2018-06-26,4664,27.4,22.5,32.6,0.1,8,0.8,22,74.4,26.4,10.1,22.88,29.1
2018-06-27,3285,27.3,24,31.8,,0,1.7,21,69.6,24.9,8.4,22.43,30
2018-06-28,3709,25.3,23.4,29,0.5,1,1.2,19.9,72.8,23.4,1.7,10.88,27
2018-06-29,2937,23.9,21.5,27.1,,0,1.8,15,57.8,17.1,2.6,15.83,27
2018-06-30,3318,23.7,19.5,29.2,,0,1.6,12.9,51.4,14.9,0,27.32,30.9
2018-07-01,3076,23.3,17.7,28.1,,0,1.5,12.5,51.5,14.6,9.5,23.98,29.8
2018-07-02,3106,20.8,20.1,24.2,14,1,1.1,17.4,82.3,20,0,4,22.4
2018-07-03,1791,23.7,20.4,26.5,16.5,2,0.7,21.4,87.8,25.6,0,5.92,23.9
2018-07-04,2434,26.8,24.4,29.5,3,3,1.3,23.4,82.9,28.9,0.1,8.74,26.9
2018-07-05,2684,26.6,25.1,28.2,1,4,1.5,23.2,82.4,28.5,1.1,9.92,27
2018-07-06,2583,27.3,24.7,30.9,,0,1.8,22.2,74.8,26.8,7,15.6,28.9
2018-07-07,3000,27.9,24.6,31.9,,0,1.9,21.5,69.6,25.7,11.3,21.51,30.6
2018-07-08,3167,28.3,24.5,33.2,,0,1.6,21.8,69.6,26.2,11,22.91,32.6
2018-07-09,3600,28.7,24,34,,0,1.7,20.7,64.3,24.4,12.9,26.67,33.4
2018-07-10,3235,28.1,23.9,32.1,,0,1.7,20.9,66.5,24.7,13,25.57,34.3
2018-07-11,2524,28.2,23.7,33.2,,0,1.6,20.4,64.8,24.1,13,25.14,34.2
2018-07-12,2861,28.7,23.2,34.1,,0,1.6,20.5,64.1,24.3,12.9,27.8,35.6
2018-07-13,2771,29.5,24.6,34.7,,0,1.5,21.1,62.6,25,12.9,25.73,35.7
2018-07-14,3597,30.6,24.9,36.9,,0,1.5,19.3,53.6,22.5,12.9,26.62,36.1
2018-07-15,3489,31.8,25.3,38,,0,1.4,19.3,49.6,22.4,12.2,25.51,37.3
2018-07-16,3870,31.7,29.2,35.7,,0,1.8,21,53.8,25,8,18.94,37.1
2018-07-17,3679,31.4,27.2,36.8,,0,1.6,22.3,59.5,27,10.2,18.42,35.8
2018-07-18,3381,30.1,27.7,34.1,,0,2.4,22.9,66.3,28,5.2,14.36,36.1
2018-07-19,3835,30.1,27.3,33.7,,0,1.5,23.6,68.8,29.1,4.4,12.21,32.7
2018-07-20,4147,30.9,27.2,35.4,,0,1.9,24.3,69.3,30.3,9.3,19.29,36.2
2018-07-21,4232,29.5,28,35.2,7.5,1,1.2,25,77.1,31.6,3.4,9.59,30.1
2018-07-22,4105,31.3,26.4,36.7,,0,1.2,19.7,52.4,23.1,12.3,22.33,32.2
2018-07-23,4077,31.7,26.2,36.9,,0,1.2,20,50.9,23.4,11,19.68,34
2018-07-24,3972,32.6,27.8,38.3,,0,1.5,20.5,50.5,24.2,12,24.5,38.8
2018-07-25,4223,33.6,27.8,39.6,,0,1.7,22.9,55.5,28,12.6,25.69,40.1
2018-07-26,4230,33.7,30.3,37.9,,0,1.6,22.9,54.4,28,9.8,18.58,36.8
2018-07-27,4382,33.1,30,37.9,,0,1.9,22.6,55.3,27.4,10.5,21.09,39.3
2018-07-28,3828,31.1,28,34.9,,0,2.4,22.2,60.6,26.9,12.1,20.45,37.8
2018-07-29,3579,30,27.2,33.9,2,1,2.6,24,71.8,29.9,10.1,20.62,34.9
2018-07-30,3975,30.5,28.3,35.3,6.5,2,1.6,24.6,71.6,30.9,7.3,17.86,31.4
2018-07-31,2685,30.5,26.8,35.9,,0,1.5,22.5,63.4,27.3,8.5,15.62,29.7
2018-08-01,2834,31,27.6,35.3,,0,2.1,23,64.8,28.2,10.8,20.59,35.5
2018-08-02,2589,28.8,27.1,32.5,2,1,1.5,24.1,76.3,30,2.6,11.11,32.5
2018-08-03,2337,30.7,25.7,36.8,,0,1.4,21.8,60.9,26.1,11.4,21.85,32.7
2018-08-04,2732,31,26.4,36,,0,1.5,20.7,55.8,24.5,11.5,21.37,36.3
2018-08-05,2888,30.6,27.2,35.3,5,1,1.5,21.8,61.3,26.3,8.4,18.23,34.7
2018-08-06,3455,30.5,26.7,34.4,1,2,1.4,23.7,68.6,29.3,6.3,12.29,29.9
2018-08-07,3021,31.7,27.7,37.2,,0,1.3,22,58.3,26.5,9.5,18.37,34.7
2018-08-08,2696,31.7,28.3,38,1,1,1.2,22.3,59.5,27,9.5,18.41,34
2018-08-09,2383,29.9,24.1,35.6,,0,1.7,18.2,51,21.3,11,24.88,35.5
2018-08-10,3102,27.2,21.7,33.8,,0,1.8,11.7,39.8,13.8,12.4,26.23,34.6
2018-08-11,2453,26.7,21.5,32.1,,0,1.4,13.1,44.6,15.2,10.9,23.27,34.1
2018-08-12,2041,28.2,23,34.4,,0,1.2,16.4,50.6,18.7,7.9,19.79,34.4
2018-08-13,2527,29.1,25.1,33.3,,0,2,19.1,55.6,22.1,6,15.07,32.7
2018-08-14,2650,26.6,23.4,31,5,1,2.5,20.7,71.4,24.4,6.8,12.86,27
2018-08-15,2175,30.7,23.4,37.6,,0,1.1,19.6,54.1,22.8,10.5,22.27,34.6
2018-08-16,1746,29.4,25.7,32.2,3,1,1.7,20.3,59.1,23.9,1.7,9.3,31.5
2018-08-17,1318,24.4,23.2,26.3,7.5,2,2.5,21.8,86.3,26.2,0,5.69,24.7
2018-08-18,1551,25.2,22.7,29.3,,0,2.6,18.6,68,21.5,7.2,16.21,25.6
2018-08-19,1176,23.2,20.3,29,2,1,1.2,17,70,19.4,5.1,13.54,24.3
2018-08-20,1326,22.7,20.2,24.9,19.5,2,0.8,21.1,91,25,0,7.84,24.4
2018-08-21,823,23.7,22.5,26.1,96.5,3,0.9,22.4,92.4,27.1,0,4.42,24.4
2018-08-22,1222,25.2,22.7,27.4,42,4,2.4,22.5,86,27.3,0.1,2.75,24.8
2018-08-23,1229,25.3,23.9,28.2,9.5,5,1.8,21.6,80.9,25.9,1.9,8.74,25.8
2018-08-24,1543,25.6,22.8,30.3,0.1,6,1.6,18.5,67.4,21.4,10.1,22.17,27.2
2018-08-25,1985,25.5,20.8,30.9,,0,1.3,16.4,59.4,18.7,10.6,21.01,26.5
2018-08-26,2221,25.1,20.1,29.6,,0,1.5,15.3,55.8,17.6,9.2,20.34,28.4
2018-08-27,1914,23.3,21.4,25.8,34.5,1,1,20.5,85.3,24.1,0,3.36,24.3
2018-08-28,1709,23.2,20,27.8,,0,2.2,16.7,69.4,19.2,11,21.64,24
2018-08-29,2116,24,19.6,28.5,,0,2.5,16,63.5,18.3,11.8,22.46,24.8
2018-08-30,1770,24.1,20.9,28.2,1,1,2,17.9,69.9,20.5,2.2,11.03,24.7
2018-08-31,1498,22,19.1,25.5,0.5,2,2.5,11.9,54.6,14.2,10.9,19.58,23.3
2018-09-01,1261,21.7,15.9,27.7,,0,1.7,9.9,48.8,12.2,11.7,22.75,24.5
2018-09-02,1487,22.2,15.6,28.9,,0,1.2,10.2,49,12.5,9.9,21.4,26.4
2018-09-03,1360,22.9,18.6,28.4,,0,1.6,11.5,49.5,13.5,10.3,19.84,26.2
2018-09-04,1260,21.6,16.8,26.1,,0,1.5,9.9,48.1,12.3,8.4,17.85,24.5
2018-09-05,1799,22.8,16.8,28.2,,0,1.4,12.1,52,14.3,11.3,20.39,26.8
2018-09-06,1846,23.5,20.3,28.3,,0,1.2,15.9,63.5,18.1,5,12.93,27.2
2018-09-07,1911,23.5,20.3,26.8,0.5,1,1.3,16.7,66.9,19,1.6,9.8,25.4
2018-09-08,1744,23.3,21,26,0.2,2,1,18.7,76,21.6,0.8,7.44,24
2018-09-09,1571,22.2,21,23.9,2,3,1.7,19.2,83.6,22.2,0,6.44,23.2
2018-09-10,1649,22.3,18.5,27.7,0.1,4,1.9,14.5,64.3,16.7,10.8,20.42,25.8
2018-09-11,1815,22,17.7,26.5,,0,1.2,13.4,59.8,15.4,7.9,15.85,25.5
2018-09-12,1626,22.1,18.9,26.6,0.2,1,1,13.4,59.1,15.4,2.1,10.66,24.4
2018-09-13,1725,19,17.8,20.1,5,2,1.8,15.8,82.4,18,0,4.08,19.8
2018-09-14,1990,19.4,17.6,21.9,18,3,1.3,16.9,85.8,19.2,0.6,6.31,20.8
2018-09-15,2254,20.8,17.2,25.5,6.5,4,1.8,12.2,62.3,14.6,10.8,19.06,21.1
2018-09-16,2295,19.4,15.6,25.3,,0,1.6,8.9,52.9,11.6,7.4,14.77,19.9
2018-09-17,3336,17.6,14.2,22.1,,0,2.1,5.9,48.3,9.4,11,20.96,19.3
2018-09-18,3450,17.8,10.8,24.3,,0,1.1,5.8,48,9.3,10,20.19,19.8
2018-09-19,3183,19.4,16.2,24.8,,0,1.7,7.7,47.9,10.6,8.4,17.06,21.8
2018-09-20,3112,18.9,13.2,25,,0,1.3,7.2,47.6,10.2,10.3,18.26,20
2018-09-21,3194,17.5,14.3,22.2,,0,1.2,9.1,58.1,11.6,3.5,8.76,18.6
2018-09-22,2737,20.2,14.6,27,,0,1,10.3,55.5,12.6,10.8,19.37,21.9
2018-09-23,3348,17.6,14,21.6,,0,2.3,7,52.5,10.4,10.4,16.95,21.2
2018-09-24,3542,15.4,13,19.7,,0,2.9,6.1,55.1,9.5,7.9,15.1,19
2018-09-25,2591,15.9,10.3,22,,0,1.6,7.9,61.4,10.7,10.8,18.84,19.4
2018-09-26,2757,17.3,11.2,24.2,,0,1.3,8.2,58,10.9,10.6,18.49,19.8
2018-09-27,2587,19.3,13,25.6,,0,1.3,9.9,56.5,12.2,8.9,15.88,20.7
2018-09-28,2200,16.9,15.7,19,36.5,1,1.7,13.9,84.1,16.1,0,2.74,17
2018-09-29,1731,18,16.3,21.7,55.5,2,2.2,15.1,84,17.2,3,6.86,18.8
2018-09-30,2018,16.4,12.3,21.1,,0,1.7,5.9,53.5,9.8,10.5,15.65,16.2
2018-10-01,2031,14.8,9.2,20.9,,0,1.1,2.8,47,7.5,10.5,15.28,14.1
2018-10-02,1634,15.3,10.7,19.8,,0,1.1,5.2,52.5,8.9,2.3,8.89,14.3
2018-10-03,1396,12,7.9,16.7,7,1,2.5,4.1,61,8.7,6.5,10.3,13.1
2018-10-04,1549,9.7,6.1,13.9,,0,2.1,-0.4,51,5.9,9.3,15.42,8.9
2018-10-05,2487,10.9,5.2,17.4,,0,1.3,1.4,54,6.8,10.1,17.67,12.7
2018-10-06,1221,12.5,6.1,19.8,,0,1,2.5,54,7.4,10,16.78,13.8
2018-10-07,1340,13.2,6.8,20.3,,0,1.5,4.8,60,8.7,9.9,16.08,14.9
2018-10-08,1149,15.2,10.9,21,,0,1.4,9.3,69.9,11.8,6.8,11.26,15.7
2018-10-09,752,14.5,9.9,20.3,,0,1.3,5,55.9,8.8,8.2,13.15,15.4
2018-10-10,1464,12.4,8.4,18.6,,0,1.3,1.9,53.3,7.2,10,16.44,14.9
2018-10-11,269,12.7,7.5,19,,0,1.1,4.5,59.5,8.4,8.1,13.37,14.8
2018-10-12,296,13.1,7.2,20.4,,0,1.4,3.2,54.3,7.7,9.9,16.23,14.9
2018-10-13,329,13.4,6.9,21.4,,0,1.2,3.2,53.9,7.7,9.7,15.97,15.1
2018-10-14,351,13.4,7.2,21.1,,0,1.1,2,49.5,7.1,9.6,15.77,14.8
2018-10-15,724,14,8.8,20.6,,0,1,3.2,50,7.7,7.6,12.13,15.1
2018-10-16,894,12.2,9.8,16.9,5,1,1.1,7.8,75.1,10.7,5.3,7.68,13.1
2018-10-17,568,12.5,7.6,18.7,,0,1.3,5.7,66,9.2,9.6,13.64,12.4
2018-10-18,435,13.8,7,21.2,,0,0.9,4.1,55.5,8.2,8.7,13.56,12.7
2018-10-19,853,12.2,9.9,14.7,11,1,1.6,7.5,74.1,10.5,2.4,3,12.8
2018-10-20,809,8.7,6.2,11.6,,0,3.2,-1.6,49.6,5.5,8,11.6,8.7
2018-10-21,634,8.3,5.2,13.5,5.5,1,1.5,4.4,77.1,8.5,2.8,6.66,8.8
2018-10-22,486,7.2,3.4,11.7,,0,2,-0.9,57.3,5.8,6.5,9.84,7.5
2018-10-23,444,6.1,0.7,11.6,,0,1.6,-3.6,51.3,4.8,9.1,14.55,6.9
2018-10-24,370,7.4,3,12.6,,0,1.6,-1.4,55.4,5.5,9.3,14.51,8
2018-10-25,379,8.4,2.5,15.2,,0,1.3,-1.1,53.4,5.6,9.2,13.95,8.1
2018-10-26,765,10.6,4,19,,0,1.1,1.2,54.9,6.7,9.2,13.52,9.8
2018-10-27,301,11.2,5,19.1,,0,1.3,1.9,56,7.1,9.1,13.59,10.3
2018-10-28,95,11.6,5.3,19.4,,0,1.3,1.9,55,7.1,9,13.41,11
2018-10-29,72,11.9,6.6,18.3,,0,1.1,5.1,65.5,8.8,7.9,11.09,11.4
2018-10-30,24,12.2,8,17.5,,0,0.9,6.8,70.5,9.9,4.1,7.85,12
2018-10-31,148,12.8,10.3,15.7,2,1,1.1,9.2,79.5,11.7,0.5,4.05,13.2
2019-04-15,0,19.3,10.7,28.2,,0,1.4,7.2,50.6,10.2,11.1,23.42,21.6
2019-04-16,48,20.4,15.3,25.5,,0,1.3,9.8,52,12.2,4.2,13.14,20.3
2019-04-17,218,19.5,15.8,25.9,4.1,1,1.6,13.4,70.4,15.4,8,18.91,21
2019-04-18,314,13.2,9.4,17.2,11.3,2,2,8.5,75.9,11.2,0,3.48,14
2019-04-19,242,8.4,6.2,9.9,4.9,3,1.5,5.4,82.1,9.1,0,3.51,10.2
2019-04-20,468,11.6,4.1,18.2,,0,1.7,1.3,52.6,6.7,10.3,23.24,14.1
2019-04-21,506,12.9,9.9,16.6,,0,1.6,2,48.8,7.1,3.4,12.09,13.9
2019-04-22,603,13,8.3,17.3,,0,0.9,3.3,52.9,7.8,3.3,9.81,12.3
2019-04-23,814,15.5,9,22.5,,0,1.6,5.2,52.8,8.8,11.2,21.75,18.1
2019-04-24,771,16.4,11.2,22.2,,0,2.3,5.1,48.9,9,10.9,24.41,20.2
2019-04-25,1107,17.1,10.6,25.3,,0,2.3,-2,28.5,5.3,12.7,27.27,21.3
2019-04-26,104,17.9,10.1,26.1,,0,1.6,2,37.5,7.2,12.4,25.59,21.9
2019-04-27,101,19.5,12,27.4,,0,1.7,4.2,40.4,8.3,10.7,22.12,22.3
2019-04-28,894,19.2,13.6,26.5,,0,2.2,1.8,35.8,7.2,11.1,25.14,23.9
