date,mosquito,temp,l_temp,h_temp,rain_per_day,accum_rain,wind,dew,humidity,steam_pressure,sunshine_time,sunshine,ground_surface_temp
2015-06-28,5286,24.4,19.91428571,29.61428571,2.071428571,0,2.485714286,16.4,62.97142857,18.7,8.557142857,18.92142857,26.74285714
2015-06-29,7108,24.64285714,20.17142857,29.82857143,2.071428571,0,2.542857143,16.67142857,63.17142857,19.02857143,8.571428571,19.01,27.2
2015-06-30,7146,24.6,20.48571429,29.57142857,2.428571429,3,2.457142857,16.85714286,64.01428571,19.27142857,7.3,17.25714286,26.85714286
2015-07-01,8700,24.31428571,20.47142857,29.18571429,2.5,3,2.642857143,16.85714286,65.15714286,19.27142857,7.742857143,17.97285714,26.95714286
2015-07-02,9520,24.15714286,20.38571429,29.21428571,2.214285714,0,2.914285714,16.58571429,65.07142857,18.98571429,8.985714286,19.21571429,27.1
2015-07-03,11659,24.48571429,20.55714286,29.64285714,0.428571429,0,2.871428571,16.42857143,63.18571429,18.81428571,10.52857143,20.94571429,27.9
2015-07-04,8229,24.32857143,20.41428571,29.47142857,0.428571429,0,2.871428571,16.28571429,63.25714286,18.67142857,10.28571429,20.18714286,28.21428571
2015-07-05,7150,24.15714286,20.28571429,29.25714286,0.428571429,0,2.828571429,15.94285714,62.62857143,18.27142857,9.814285714,19.46,28.12857143
2015-07-06,8613,24.1,20.14285714,29.52857143,0.428571429,0,2.742857143,15.57142857,61.55714286,17.84285714,9.6,19.16571429,28.3
2015-07-07,8141,24.27142857,20.07142857,29.6,0.071428571,0,2.785714286,15.05714286,59,17.24285714,9.985714286,20.06714286,28.97142857
2015-07-08,6335,24.22857143,20.02857143,29.37142857,0.071428571,1,2.814285714,15.18571429,59.5,17.38571429,8.5,18.55,28.65714286
2015-07-09,7024,24.62857143,20.27142857,29.72857143,0.071428571,0,2.657142857,15.57142857,59.04285714,17.81428571,7.557142857,17.61714286,28.8
2015-07-10,7240,25.47142857,20.9,30.58571429,0.071428571,0,2.5,16.31428571,58.8,18.75714286,7.214285714,16.97,29.51428571
2015-07-11,6338,26.37142857,21.97142857,31.45714286,0.071428571,0,2.485714286,17.37142857,59.44285714,20.1,7.071428571,16.56,30.25714286
2015-07-12,5818,26.45714286,22.52857143,31.22857143,4.214285714,29,2.728571429,18.62857143,64.68571429,21.87142857,5.685714286,14.64714286,30
2015-07-13,6278,26.14285714,22.7,30.14285714,5.642857143,39,3.157142857,19.58571429,69.9,23.11428571,4.285714286,12.23,28.95714286
2015-07-14,6505,26.21428571,22.85714286,30.38571429,5.642857143,0,3.371428571,20.4,72.8,24.14285714,4.942857143,13.03714286,28.57142857
2015-07-15,6136,26.85714286,23.14285714,31.47142857,5.571428571,0,3.214285714,20.55714286,71.22857143,24.34285714,6.385714286,14.05428571,28.94285714
2015-07-16,4380,26.6,22.92857143,31.05714286,5.571428571,0,3.514285714,19.92857143,69.8,23.6,7.342857143,15.03857143,28.72857143
2015-07-17,4200,25.8,22.18571429,30.24285714,5.571428571,0,3.757142857,18.77142857,68.21428571,22.24285714,7.257142857,15.13857143,27.81428571
2015-07-18,5005,24.92857143,21.7,29.07142857,5.642857143,1,3.771428571,18.07142857,68.67142857,21.35714286,6,13.84428571,26.78571429
2015-07-19,5225,24.97142857,21.31428571,29.32857143,2.214285714,6,3.457142857,17.61428571,66.28571429,20.61428571,6.485714286,14.96571429,26.82857143
2015-07-20,0,25.6,21.74285714,30.22857143,0.785714286,0,3.057142857,17.65714286,63.51428571,20.7,6.714285714,15.96,27.34285714
2015-07-21,5753,25.72857143,22.04285714,29.97142857,2.357142857,11,2.785714286,18.08571429,64.82857143,21.37142857,5.314285714,14.11428571,27.37142857
2015-07-22,5426,25.7,22.41428571,29.65714286,2.5,12,2.628571429,18.75714286,67.41428571,22.38571429,4,12.55714286,27.35714286
2015-07-23,4390,26.01428571,23.02857143,30.11428571,4.785714286,17,2.214285714,20.08571429,71.65714286,24.17142857,2.728571429,10.78,27.31428571
2015-07-24,6509,26.17142857,23.62857143,29.65714286,8.571428571,43,1.985714286,21.78571429,78.38571429,26.4,1.571428571,8.657142857,27.2
2015-07-25,5340,26.27142857,23.92857143,29.45714286,19.92857143,107,2.128571429,22.85714286,82.9,27.91428571,1.414285714,7.657142857,26.87142857
2015-07-26,5065,26.4,24.24285714,29.48571429,25,121,2.242857143,23.22857143,84.05714286,28.51428571,1.542857143,7.86,26.75714286
2015-07-27,3947,26.21428571,24.24285714,29.31428571,25.21428571,42,2.228571429,23.48571429,86.14285714,28.91428571,1.814285714,7.71,26.51428571
2015-07-28,5054,26.31428571,24.24285714,29.54285714,23.64285714,0,2.385714286,23.34285714,85.11428571,28.68571429,2.8,8.912857143,26.74285714
2015-07-29,4615,26.17142857,24.17142857,29.12857143,24.07142857,4,2.5,23.37142857,85.97142857,28.74285714,2.514285714,8.464285714,26.4
2015-07-30,5203,26.41428571,24.25714286,29.27142857,21.78571429,0,2.7,23.47142857,85.31428571,28.9,3.314285714,9.402857143,26.55714286
2015-07-31,5598,26.87142857,24.77142857,30.27142857,18,0,2.8,23.28571429,82.08571429,28.58571429,4.271428571,10.99428571,27.02857143
2015-08-01,11746,27.32857143,25,31.01428571,6.571428571,0,2.785714286,23.1,78.9,28.24285714,5.028571429,12.35142857,27.5
2015-08-02,7186,27.4,25.08571429,30.9,3.142857143,17,2.8,23.15714286,78.72857143,28.32857143,4.614285714,11.43428571,27.65714286
2015-08-03,8809,27.64285714,25.25714286,31.11428571,2.928571429,0,3.014285714,22.95714286,76.65714286,27.98571429,4.957142857,11.90714286,28.17142857
2015-08-04,6972,27.61428571,25.37142857,31.05714286,2.928571429,0,3.271428571,22.92857143,76.5,27.92857143,4.457142857,11.02428571,27.94285714
2015-08-05,4902,27.88571429,25.52857143,31.61428571,2.371428571,0,3.428571429,22.64285714,74.22857143,27.47142857,5.5,12.49428571,28.44285714
2015-08-06,4832,27.98571429,25.38571429,31.8,2.371428571,0,3.214285714,22.32857143,72.52857143,26.95714286,6.057142857,13.40285714,28.87142857
2015-08-07,5335,28.12857143,25.35714286,32.08571429,3.942857143,11,3.028571429,22.32857143,72.1,26.97142857,6.171428571,13.42857143,29.34285714
2015-08-08,5799,27.9,25.11428571,32.28571429,5.014285714,19,2.885714286,22.28571429,73,26.92857143,6.128571429,13.46571429,29.12857143
2015-08-09,4441,27.92857143,25,32.54285714,2.657142857,0,2.8,21.98571429,71.58571429,26.44285714,7.3,14.76,29.4
2015-08-10,5086,27.8,24.75714286,32.61428571,2.657142857,0,2.585714286,21.85714286,71.67142857,26.27142857,7.671428571,15.63,29.34285714
2015-08-11,5275,27.7,24.62857143,32.58571429,2.657142857,0,2.242857143,21.74285714,71.71428571,26.11428571,7.457142857,15.83428571,29.42857143
2015-08-12,6053,27.51428571,24.08571429,32.61428571,2.642857143,0,2,21.54285714,71.78571429,25.81428571,7.9,16.41857143,29.61428571
2015-08-13,7524,27.11428571,24,32.14285714,2.642857143,0,1.985714286,21.32857143,72.37142857,25.5,7.428571429,15.43,29.31428571
2015-08-14,8846,26.82857143,23.52857143,31.87142857,1.071428571,0,2.128571429,20.85714286,71.67142857,24.78571429,7.957142857,15.92,29.07142857
2015-08-15,8844,26.9,23.35714286,31.55714286,0.014285714,0,2.1,20.65714286,70.42857143,24.44285714,8.171428571,16.11285714,29.4
2015-08-16,7406,26.77142857,22.98571429,31.58571429,4.157142857,29,2.085714286,20.54285714,70.5,24.28571429,7.042857143,15.06142857,29.52857143
2015-08-17,6111,26.71428571,22.4,31.71428571,4.157142857,0,2.071428571,20.07142857,68.98571429,23.6,7.428571429,15.25428571,29.51428571
2015-08-18,6120,26.87142857,22.34285714,31.94285714,4.157142857,0,2.128571429,19.74285714,67.02857143,23.11428571,8.357142857,15.98857143,29.47142857
2015-08-19,5487,26.8,22.64285714,31.48571429,4.157142857,0,2.1,19.85714286,67.42857143,23.27142857,6.871428571,14.44,28.88571429
2015-08-20,4602,26.64285714,22.68571429,31.05714286,4.214285714,0,2.071428571,19.92857143,68.41428571,23.37142857,5.771428571,13.27714286,28.44285714
2015-08-21,4799,26.4,22.72857143,30.6,4.571428571,3,2.014285714,20.12857143,70.11428571,23.64285714,4.785714286,12.10714286,27.71428571
2015-08-22,5413,26.17142857,22.77142857,30.42857143,4.557142857,0,2.1,19.88571429,70.02857143,23.3,4.842857143,12.26,27.34285714
2015-08-23,7639,26.24285714,22.8,30.5,0.414285714,0,2.057142857,19.64285714,68.68571429,22.92857143,5.985714286,13.45714286,27.18571429
2015-08-24,7337,26.2,23.3,30.12857143,0.414285714,0,2.285714286,19.65714286,68.55714286,22.94285714,5.128571429,12.39,27.04285714
2015-08-25,4678,25.31428571,22.6,29.02857143,1.2,6,2.385714286,19.37142857,70.91428571,22.55714286,3.885714286,10.65428571,26.35714286
2015-08-26,9949,24.61428571,21.84285714,28.4,1.2,0,2.542857143,18.64285714,70.64285714,21.6,4.371428571,10.99857143,25.7
2015-08-27,9093,24.51428571,21.41428571,28.67142857,1.142857143,0,2.742857143,17.95714286,68.58571429,20.72857143,6,13.18857143,25.82857143
2015-08-28,8316,24.22857143,20.84285714,28.5,0.828571429,0,2.7,17.41428571,67.31428571,19.98571429,6.357142857,13.51571429,25.67142857
2015-08-29,6635,24.07142857,20.21428571,28.67142857,0.828571429,0,2.585714286,17.05714286,66.74285714,19.54285714,6.9,13.97,25.88571429
2015-08-30,7532,23.87142857,20.07142857,28.57142857,0.828571429,0,2.571428571,16.82857143,66.8,19.27142857,7.028571429,14.01571429,26.05714286
2015-08-31,7674,23.81428571,19.74285714,28.7,0.828571429,0,2.3,16.8,67.12857143,19.24285714,7.528571429,14.50714286,26.22857143
2015-09-01,5831,24.41428571,20.22857143,29.58571429,0.042857143,0,2.328571429,16.8,64.7,19.22857143,8.714285714,16.31571429,27.02857143
2015-09-02,4541,24.7,20.67142857,29.92857143,0.114285714,1,2.214285714,17.21428571,65.32857143,19.72857143,8.671428571,15.91857143,27.57142857
2015-09-03,4794,24.58571429,20.47142857,29.67142857,2.685714286,19,2.1,17.62857143,67.32857143,20.22857143,8.385714286,15.11142857,27.34285714
2015-09-04,5408,24.81428571,20.7,30.04285714,2.642857143,0,2.171428571,17.75714286,67.2,20.4,8.614285714,15.46714286,27.38571429
2015-09-05,7523,24.45714286,20.75714286,29.01428571,3.357142857,5,2.228571429,17.95714286,69.2,20.62857143,7.085714286,13.73,26.68571429
2015-09-06,4481,24.07142857,20.67142857,28.32857143,3.357142857,0,2.528571429,17.47142857,68.41428571,20.05714286,6.5,13.20285714,25.74285714
2015-09-07,4242,23.6,20.07142857,27.97142857,3.357142857,0,2.6,16.65714286,66.98571429,19.15714286,6.985714286,13.81,24.98571429
2015-09-08,4475,23.14285714,19.15714286,27.71428571,3.357142857,0,2.571428571,15.41428571,64.72857143,17.98571429,7.557142857,14.46142857,24.54285714
2015-09-09,3880,22.92857143,18.2,28.05714286,3.285714286,0,2.685714286,13.98571429,60.45714286,16.54285714,8.8,16.15428571,24.5
2015-09-10,3629,22.71428571,17.8,28.08571429,0.714285714,0,2.7,13.37142857,58.62857143,15.81428571,9.042857143,16.66857143,24.65714286
2015-09-11,3675,22.17142857,17.25714286,27.18571429,1.071428571,3,2.685714286,13.14285714,59.75714286,15.54285714,8.1,15.56285714,24.42857143
2015-09-12,4924,21.78571429,16.7,27.24285714,0.357142857,0,2.657142857,12.08571429,56.98571429,14.41428571,8.928571429,16.51857143,24.27142857
2015-09-13,4670,21.5,16.11428571,27.21428571,0.357142857,0,2.5,11.5,56.08571429,13.88571429,9.7,17.33,24.42857143
2015-09-14,0,21.42857143,16.05714286,27.08571429,0.357142857,0,2.385714286,11.72857143,57.25714286,14.11428571,9.385714286,16.46714286,24.54285714
2015-09-15,0,21.44285714,16.22857143,27.05714286,0.357142857,0,2.242857143,12.01428571,57.95714286,14.32857143,9.228571429,16.12571429,24.71428571
2015-09-16,3822,21.32857143,16.32857143,26.57142857,0.357142857,0,2.185714286,12.05714286,58.32857143,14.34285714,9.185714286,15.99857143,24.67142857
2015-09-17,2987,21.18571429,16.11428571,26.45714286,0.357142857,0,2.285714286,11.25714286,56.05714286,13.6,9.114285714,15.99857143,24.57142857
2015-09-18,3089,21.31428571,15.98571429,27.14285714,0,0,2.328571429,10.51428571,52.58571429,12.82857143,10.28571429,17.51714286,24.98571429
2015-09-19,3493,21.75714286,16.2,27.85714286,0,0,2.4,10.82857143,52.28571429,13.12857143,11.1,18.32142857,25.55714286
2015-09-20,3452,22.02857143,16.58571429,28.18571429,0,0,2.314285714,11.65714286,54.41428571,13.91428571,10.5,17.39285714,25.67142857
2015-09-21,3704,22.1,16.6,28.41428571,0,0,2.3,11.68571429,54.55714286,13.95714286,10.5,17.36142857,25.88571429
2015-09-22,3825,22.25714286,16.68571429,28.74285714,0,0,2.242857143,11.82857143,54.54285714,14.08571429,10.5,17.09,25.92857143
2015-09-23,4074,22.31428571,17.11428571,28.65714286,0,0,2.128571429,12.41428571,56.31428571,14.6,9.128571429,15.32142857,25.52857143
2015-09-24,3084,22.6,17.4,29.08571429,0,0,1.957142857,13.04285714,57.74285714,15.14285714,8.971428571,14.81571429,25.58571429
2015-09-25,3192,22.81428571,17.84285714,29.17142857,0,0,1.971428571,13.4,58.37142857,15.48571429,8.9,14.35142857,25.67142857
2015-09-26,3533,22.82857143,17.97142857,29.02857143,0,0,1.885714286,13.22857143,57.82857143,15.35714286,8.828571429,13.92571429,25.52857143
2015-09-27,3155,22.8,17.44285714,29.24285714,0,0,1.871428571,11.95714286,53.6,14.22857143,9.328571429,14.48,25.51428571
2015-09-28,3593,22.62857143,17.3,29.08571429,0,0,1.885714286,10.84285714,50.38571429,13.3,8.7,14.06428571,25
2015-09-29,3842,22.37142857,17,28.68571429,0,0,1.957142857,10.08571429,48.7,12.7,8.442857143,14.05714286,24.78571429
2015-09-30,4161,22.27142857,17.05714286,28.7,0,0,2.085714286,9.471428571,46.9,12.17142857,8.671428571,14.41428571,25.1
2015-10-01,3169,21.25714286,16.08571429,27.14285714,5,35,2.328571429,9.3,49.91428571,12.1,7.2,12.35428571,23.85714286
2015-10-02,980,20.27142857,14.6,25.95714286,5,0,2.5,8.285714286,49.48571429,11.27142857,7.342857143,12.25571429,22.35714286
2015-10-03,5026,19.81428571,13.94285714,25.45714286,5,0,2.785714286,7.614285714,48.75714286,10.82857143,7.228571429,12.46142857,21.54285714
2015-10-04,2571,19.05714286,13.51428571,24.4,5,0,2.771428571,6.928571429,48.68571429,10.45714286,6.9,11.73285714,20.47142857
2015-10-05,2453,18.57142857,12.87142857,24.01428571,5,0,2.814285714,6.957142857,50.08571429,10.47142857,7.671428571,12.45285714,19.85714286
2015-10-06,1902,18.08571429,12.32857143,23.74285714,5,0,2.757142857,7.385714286,53.07142857,10.8,7.828571429,12.16571429,18.9
2015-10-07,2386,17.84285714,11.57142857,23.67142857,5,0,2.585714286,7.985714286,56.24285714,11.31428571,8.285714286,12.47,18.07142857
2015-10-08,1959,18.38571429,12.28571429,24.62857143,0,0,2.4,7.914285714,53.9,11.17142857,9.685714286,14.28571429,18.55714286
2015-10-09,1935,18.34285714,12.88571429,24.48571429,0,0,2.4,7.371428571,52.51428571,10.85714286,9.728571429,14.63285714,18.94285714
2015-10-10,1466,17.42857143,12.47142857,23.44285714,0.5,4,2.171428571,7.414285714,55.58571429,10.77142857,8.585714286,13.03285714,18.35714286
