loc_num,loc_name,date,temp,l_temp,h_temp,rain_per_day(X),rain_per_day,cum_rain,wind,dew,humidity,steam_pressure,sunshine_time,sunshine,ground_surface_temp
108,서울,2016-01-03,0.3,-2.7,3.8,0,,0,2.6,-12.3,42.3,2.6,7.9,9.35,0.2
108,서울,2016-01-04,-3.8,-6.5,0.9,0,,0,2.8,-16.3,38.3,1.7,9.1,9.89,-1.6
108,서울,2016-01-05,-5.2,-9.1,0.7,0,,0,2.5,-15.5,46,1.9,9.1,10.02,-2.5
108,서울,2016-01-06,-4.5,-8.2,0.1,0.4,0.4,1,2,-10.8,63,2.8,5.8,6.69,-1.8
108,서울,2016-01-07,-3.4,-8.4,1.3,0,,0,1.7,-12.4,52.1,2.5,7.7,8.8,-1.1
108,서울,2016-01-08,-0.4,-4.3,5.3,0,,0,1.8,-9.5,52.3,3,6.1,7.85,-0.2
108,서울,2016-01-09,-0.2,-2.1,2.8,0.1,0.1,1,2.9,-5.5,68,4.2,1,4.86,0.1
108,서울,2016-01-10,1.7,-0.7,5.4,0,,0,2.4,-4.6,64,4.3,0,4.23,0.4
108,서울,2016-01-11,-6.3,-12.3,0.4,0.2,0.2,1,4.8,-13.2,59.8,2.5,7.8,8.31,-1.3
108,서울,2016-01-12,-12.8,-15.1,-8.9,0,,0,5.4,-22.2,45.9,1,9.3,10.82,-5.8
108,서울,2016-01-13,-10.5,-14.5,-5.2,0,,0,1.8,-20.6,43.6,1.2,9,9.08,-5.1
108,서울,2016-01-14,-7.1,-10.2,-2.3,0,,0,1.8,-17.6,44.3,1.6,6.5,8.41,-3.4
108,서울,2016-01-15,-7.6,-11.1,-3.8,0,,0,2.6,-19.2,40.5,1.4,6.2,7.62,-4.1
108,서울,2016-01-16,-11.5,-16,-8.3,0,,0,4,-21.9,42,1.1,8.3,9.18,-5.3
108,서울,2016-01-17,-14.4,-18,-10.5,0,,0,3.2,-23.1,48.5,1,9.3,10.54,-7.9
108,서울,2016-01-18,-9.4,-14.3,-3.4,0,,0,1.9,-19,47.1,1.4,9.5,11.22,-5.9
108,서울,2016-01-19,-3.3,-8.5,1.7,0.3,0.3,1,2.3,-9.1,64.5,3.1,4.5,6.5,-2.2
108,서울,2016-01-20,-1.1,-4.7,4.3,0,,0,2,-9,56.3,3.1,9.4,9.55,-1.5
108,서울,2016-01-21,-0.5,-5.6,3.5,0,,0,1.6,-9.9,51.5,2.9,2.4,5.88,-1.1
108,서울,2016-01-22,1.9,-1.4,5.4,0,,0,2.3,-9.6,43.6,3,0.1,4.19,0.3
108,서울,2016-01-23,0.6,-2.5,5.2,0,,0,2,-6.5,59.5,3.8,6.3,8.01,-0.3
108,서울,2016-01-24,-3.9,-6.5,0.3,0,,0,3.2,-18.1,34,1.5,7.9,10.75,-1.1
108,서울,2016-01-25,-6,-9.1,-1,0,,0,3,-19.1,36,1.4,9.6,12.01,-2.7
108,서울,2016-01-26,-5.3,-10,0.9,0,,0,2.2,-16.6,41.8,1.7,9.8,12.05,-3
108,서울,2016-01-27,-2.4,-8.3,4,0,,0,1.9,-11.9,49.6,2.5,7.5,10.46,-1.8
108,서울,2016-01-28,-0.7,-4,3.9,0,,0,2.4,-10.9,50.1,2.8,7.9,9.82,-0.5
108,서울,2016-01-29,-2.2,-6.8,3.4,0,,0,2.5,-14.8,39.4,2,8.9,10.71,-0.9
108,서울,2016-01-30,-3.1,-6.2,2,0,,0,2.9,-15.5,38.6,1.9,9.8,12.22,-1.3
108,서울,2016-01-31,-2.9,-8.3,3.5,0,,0,2,-13.4,46.5,2.3,9.8,12.44,-1.6
108,서울,2016-02-01,1.3,-4.3,5.5,0,,0,3.1,-5.2,62.1,4.2,2.8,5.55,0.7
108,서울,2016-02-02,0.3,-3.9,5.5,0,,0,3,-8.8,52.5,3.2,9.5,11.45,0.6
108,서울,2016-02-03,2.7,-4.3,10.7,0,,0,1.6,-11.4,38.5,2.6,9.8,12.74,0.8
108,서울,2016-02-04,8.1,1.6,13.5,0.1,0.1,1,3.5,-9.4,29.3,3.2,4.6,7.87,2.7
108,서울,2016-02-05,8.4,6.8,10,18,18,2,3.2,7.5,95.3,10.5,0,1.1,4.5
108,서울,2016-02-06,11,5.8,14.4,21,21,3,3.3,10.1,95,12.5,0,3.78,8.7
108,서울,2016-02-07,-2.6,-6.8,5.8,2.5,2.5,4,4.6,-6.9,73.1,3.9,0.1,2.98,1.9
108,서울,2016-02-08,-5.8,-10,-2.3,0,,0,4,-15.5,48.4,2,9.8,14.52,-0.6
108,서울,2016-02-09,-2.7,-6.7,1.1,0.8,0.8,1,2.7,-8.3,65.6,3.3,3.2,5.58,-0.3
108,서울,2016-02-10,0,-5.2,5.4,0,,0,2.3,-8.8,53.9,3.2,10,14.42,0.3
108,서울,2016-02-11,3.5,-1.4,7.8,0,,0,3.2,-2.2,66.4,5.3,5.9,8.26,1.9
108,서울,2016-02-12,2.3,0.1,4.4,0,,0,1.7,-6.3,56.4,4,0.5,5.1,1.1
108,서울,2016-02-13,1.3,-2.5,6.3,0,,0,2.9,-12.1,37.1,2.5,9.4,13.13,2.6
108,서울,2016-02-14,-0.6,-4.2,4.4,0,,0,2.9,-14,36.4,2.1,10,13.63,1.6
108,서울,2016-02-15,1.1,-2.2,4.2,0,,0,1.9,-12.7,36.6,2.5,0,5.76,1.5
108,서울,2016-02-16,0.7,-4.5,4.5,0.9,0.9,1,3.2,-8.1,56,3.6,9.1,14.55,3.5
108,서울,2016-02-17,-3,-6.8,2.2,0,,0,2.9,-14.3,42,2,10.3,15.48,1.6
108,서울,2016-02-18,-0.2,-5.8,5.7,0,,0,2.7,-9.7,49.9,3.1,10.1,11.24,1.2
108,서울,2016-02-19,2.2,-3.2,7.5,0,,0,2.2,-10.8,41.3,2.8,10.4,15.23,3.4
108,서울,2016-02-20,3.3,0.5,8.1,0.2,0.2,1,2,-4.7,57.6,4.4,6.3,11.21,4.5
108,서울,2016-02-21,0.7,-2.6,6.9,4.1,4.1,2,2.1,-5.7,65.5,4.1,1.5,4.76,1.4
108,서울,2016-02-22,-3.8,-5.9,-1.1,0,,0,4,-13.1,48.6,2.3,8.6,10.38,0.4
108,서울,2016-02-23,-2.7,-7.5,2.1,0,,0,2.5,-12.8,47.3,2.5,9.3,14.8,0.8
108,서울,2016-02-24,3.1,-2.2,8.1,0,,0,2.9,-2.4,67.9,5.2,5.4,8.08,3.4
108,서울,2016-02-25,8.1,4.4,13.9,0,,0,1.9,1.6,65.1,6.9,5.4,10.26,7.2
108,서울,2016-02-26,13.2,6.4,20.3,0.1,0.1,1,2.7,4.1,55.3,8.4,9.8,14.61,11.1
108,서울,2016-02-27,11.3,9.1,13.5,40,40,2,2.6,9.8,91.3,12.1,0,1.16,10.5
108,서울,2016-02-28,7.9,4.3,12.9,0.2,0.2,3,2.8,-3.9,51,5,8.8,15.21,10.1
108,서울,2016-02-29,8.1,4.8,12.2,0,,0,2,-5.8,36.9,4,0.8,4.36,6.8
108,서울,2016-03-01,2.7,-1.4,7,0,,0,3.1,-10,40.4,3,2,8.54,5.1
108,서울,2016-03-02,0.3,-2.7,5.3,0,,0,3.5,-13,37.5,2.3,9.9,17.09,4.2
108,서울,2016-03-03,-1.1,-4.3,3.1,0,,0,3.2,-14.4,37.8,2,10.9,18.12,3.6
108,서울,2016-03-04,-0.5,-5.5,4.6,0,,0,2.6,-11.9,43.8,2.5,11.2,18.25,3.5
108,서울,2016-03-05,2,-3.3,6.4,0,,0,2.5,-6,55.6,4,5.8,9.56,3.2
108,서울,2016-03-06,3.7,1.9,6.5,0.1,0.1,1,1.6,-1.7,68.1,5.4,0.6,6.18,4.4
108,서울,2016-03-07,4.7,1.3,9.6,0,,0,2.6,-4.1,57,4.6,9.2,14.56,6.4
108,서울,2016-03-08,5.2,-1,12.4,0,,0,2.2,-7.4,43.4,3.7,8.9,16.25,6.6
108,서울,2016-03-09,7.5,2.7,13.8,0,,0,2,-5,45.1,4.4,10.1,16.66,9.7
108,서울,2016-03-10,9.3,2,14.7,0,,0,1.4,-3.8,40.9,4.8,6.4,11.77,7.3
108,서울,2016-03-11,13.4,8.8,20.1,0,,0,2.4,2.8,50,7.5,6.7,13.54,13.7
108,서울,2016-03-12,11.4,6.6,18.1,0,,0,2.5,2.9,58.3,7.6,10.6,16.37,13.2
108,서울,2016-03-13,10.6,4.9,17.5,0,,0,2.2,0.9,54,6.5,10.4,17.03,13.5
108,서울,2016-03-14,9.9,5.5,16.1,0,,0,2.2,0.5,54.1,6.4,10.8,16.83,12.4
108,서울,2016-03-15,8,3.5,13.8,0,,0,2.5,-1.2,58.1,5.8,10.2,15.38,11.2
108,서울,2016-03-16,8.2,3.8,13.8,0,,0,2.9,-3.2,49.6,5,10.4,16.73,11.4
108,서울,2016-03-17,7.2,1.6,12.7,0,,0,2.4,-7.3,36.5,3.6,11.6,18.91,11.9
108,서울,2016-03-18,7.1,2.1,12.6,0,,0,2.2,-5.1,43.9,4.2,10.7,16.07,10.9
108,서울,2016-03-19,6.5,2.1,12.6,0,,0,2.2,-3,54.5,5,9.2,15.3,10.5
108,서울,2016-03-20,7.2,2.2,13.1,0,,0,2.6,-2.3,55.6,5.3,11.1,17.19,11.8
108,서울,2016-03-21,9.8,2.3,17.4,0,,0,2,-2.7,47.8,5.1,11.3,17.82,13.5
108,서울,2016-03-22,11.3,7.6,17.1,0.1,0.1,1,3.2,2.8,57.8,7.6,5.9,12.55,12.6
108,서울,2016-03-23,11.5,7,18.3,0,,0,2.2,-0.4,49.9,6.2,10.5,18.01,15.9
108,서울,2016-03-24,13.5,6,21.4,0,,0,2.1,-6.1,27,3.9,9.8,15.57,15.2
108,서울,2016-03-25,15.3,7.3,23.8,0,,0,2,-4.7,26,4.3,10.3,18.16,16.7
108,서울,2016-03-26,15,9.6,21.7,0,,0,2.3,0.7,40.8,6.7,9,16.99,18.5
108,서울,2016-03-27,10.7,8.2,12.7,2,2,1,1.7,6.4,75.1,9.6,0,3.23,11.1
108,서울,2016-03-28,12.3,5.1,19.8,0,,0,2.2,-2.3,42.6,5.4,11.2,20.8,16.8
108,서울,2016-03-29,11.4,5.9,18.1,0,,0,2.5,-1.3,45.1,5.6,11.6,20.04,16.7
108,서울,2016-03-30,14.4,6.6,22.9,3,3,1,1.9,0.1,44.3,6.4,8,15.13,15.7
108,서울,2016-03-31,14.1,10.5,20.6,7.5,7.5,2,3,7.7,69.5,10.6,8.8,16.95,15.8
108,서울,2016-04-01,11.1,7.8,18.7,0,,0,2.5,6.6,76.1,9.8,9.2,18.15,15.4
108,서울,2016-04-02,10.7,7.4,14.1,0,,0,1.8,8,83.9,10.8,0,4.52,12.7
108,서울,2016-04-03,13.4,9.3,20.7,0,,0,2.1,8,71.3,10.9,5,14.02,15.9
108,서울,2016-04-04,12.5,5.7,19.4,0,,0,2.4,-0.5,43.8,6,12,21.04,16.7
108,서울,2016-04-05,14.1,10.3,19.4,0,,0,2.3,1.4,42.6,6.8,7.8,15.36,16.3
108,서울,2016-04-06,15.6,11.4,21.4,1,1,1,1.7,9.3,67.5,11.8,6.8,13.86,17.1
108,서울,2016-04-07,12.4,9.3,18.6,0,,0,2.6,7.9,75.9,10.6,6.5,14.06,16.4
108,서울,2016-04-08,15,8.1,23.1,0,,0,2.6,2.5,46.4,7.3,11.5,20.94,19
108,서울,2016-04-09,14.9,9.8,20.7,23.5,23.5,1,2.9,5.8,58.9,9.8,2.8,7.23,15.4
108,서울,2016-04-10,10.8,8.3,14.5,20.5,20.5,2,4.7,4.3,66.8,8.6,6.9,13.8,14.2
108,서울,2016-04-11,11.2,7.1,18.6,1.5,1.5,3,3.1,4,65.4,8.2,9.2,18.4,14.9
108,서울,2016-04-12,12,6.5,19.2,0,,0,2.2,2.5,55.1,7.4,12,22.1,16.8
108,서울,2016-04-13,14.3,10.1,20.9,0.5,0.5,1,2.1,4.5,54,8.6,5.3,13.4,16.3
108,서울,2016-04-14,13.5,10.3,16.9,17,17,2,2.8,11.4,87.6,13.5,0,6.09,14.7
108,서울,2016-04-15,13.5,10.1,18.6,0,,0,2.6,10.6,83.4,12.8,2,7.77,15.5
108,서울,2016-04-16,13.5,7.8,19.8,0,,0,2.1,1.8,52.1,7.4,7.9,16.76,18
108,서울,2016-04-17,15.5,8.1,23.7,0,,0,1.9,0.1,39.6,6.3,11.4,22.59,21
108,서울,2016-04-18,17.2,10.2,25.3,0,,0,1.7,0.3,34.8,6.3,11.9,21.21,21.3
108,서울,2016-04-19,21.1,12.1,29.6,0,,0,2,4.2,34.8,8.3,9.9,19.74,21.8
108,서울,2016-04-20,17.2,14.5,20.7,0,,0,3.6,0.1,32,6.2,0,8.39,17.8
108,서울,2016-04-21,17.2,12.4,23,0,,0,2,1.1,34.4,6.7,9.4,18.95,22.3
108,서울,2016-04-22,16.2,10.9,22.6,0.3,0.3,1,2.5,4.7,47.6,8.6,11.6,21.79,21.9
108,서울,2016-04-23,15.9,10.8,20.4,0,,0,2.8,3.8,45.3,8.1,1.5,8.93,17
108,서울,2016-04-24,18.8,12.2,26,0,,0,2.2,4,40.5,8.4,6.8,17.07,20.2
108,서울,2016-04-25,21.1,16.5,28.4,16.5,16.5,1,2.2,13.3,64.5,15.4,7.5,15.89,24.4
108,서울,2016-04-26,12.9,8.9,17.6,27,27,2,4.9,10.5,86.1,13.2,0,1.63,14.8
108,서울,2016-04-27,15.7,10.2,20.6,0,,0,5.1,3.8,46.6,8,12.8,24.88,16.6
108,서울,2016-04-28,18.9,10.2,26.9,7.5,7.5,1,1.7,6.6,50.8,10.1,10.9,21.6,20
108,서울,2016-04-29,16.3,13,18.6,9.5,9.5,2,2,14.4,89.3,16.5,0,1.91,16.8
108,서울,2016-04-30,16.5,10.7,22.6,0,,0,2.6,7.6,60.3,10.5,12.4,23.93,19.3
108,서울,2016-05-01,19.4,11.6,26.8,0,,0,2.1,5.5,44.8,9.2,11.5,23.51,20.8
108,서울,2016-05-02,20.2,16.3,25.4,0,,0,2,6.5,43,9.8,5.4,17.4,23.1
108,서울,2016-05-03,14.5,12.5,18.1,13.5,13.5,1,2.3,11.4,82.4,13.5,0.1,4.6,16.9
108,서울,2016-05-04,16.4,10.4,23.5,0,,0,2,8.2,60.9,10.9,12.9,24.41,21.2
108,서울,2016-05-05,17.8,12.1,24,0,,0,2.7,9.9,62.4,12.2,12.5,23.94,22.2
108,서울,2016-05-06,18.6,12.7,25.4,0.5,0.5,1,2.1,8.7,57,11.3,11.6,24.86,24
108,서울,2016-05-07,20.2,15.1,26.9,0,,0,2.3,7.6,47.1,10.5,11.1,23.78,24.7
108,서울,2016-05-08,17.4,12.3,24.2,45,45,1,2.7,12,73.9,14.3,4.5,12.53,20.1
108,서울,2016-05-09,15.9,10.8,21.9,2.5,2.5,2,3.2,6.1,57,9.5,12.3,24.54,20.6
108,서울,2016-05-10,19.3,10.9,26.6,0,,0,1.9,7.1,48.8,10.1,13.1,24.69,23.6
108,서울,2016-05-11,22.3,13.5,29.5,0,,0,1.9,6.5,40.3,9.8,13.2,25.77,26.9
108,서울,2016-05-12,24.3,16.3,31.9,0,,0,1.6,6.8,36.4,10,13.4,24.95,29.6
108,서울,2016-05-13,24,16.8,31.6,0,,0,1.8,5,32,9.1,12.8,23.48,28.4
108,서울,2016-05-14,24.1,17.8,30.4,0,,0,2,1.5,23.8,6.9,12.4,24.05,29.3
108,서울,2016-05-15,24.7,17.6,31.7,0,,0,1.9,7.5,35,10.4,11.8,24.63,30.8
108,서울,2016-05-16,23.3,18.3,29.4,0,,0,2.1,9.4,43,11.8,7.7,17.7,28.1
108,서울,2016-05-17,16.8,15.4,21.8,38.5,38.5,1,2.6,13.7,82.6,15.7,2.3,7.08,18.5
108,서울,2016-05-18,19.7,15.3,24.4,0,,0,2.7,13.3,67.9,15.3,5.1,15.6,21.1
108,서울,2016-05-19,19.4,17.5,22.9,0,,0,1.8,14.1,72,16.1,1.5,8.3,19.4
108,서울,2016-05-20,20.9,14.8,27.1,0,,0,1.7,12,61.3,14.2,8.3,20.68,23.2
108,서울,2016-05-21,21.7,17.2,28,0,,0,2.1,12,56.1,14.1,13.1,23.9,28.3
108,서울,2016-05-22,21.5,17.2,27.6,0,,0,2.3,12,56.1,14.1,8.7,20.67,27.6
108,서울,2016-05-23,22.1,16.9,28.9,0,,0,2.4,12.4,57.3,14.4,12.8,24.57,30.1
108,서울,2016-05-24,21.6,17.4,27.6,0,,0,2.5,13.8,63.6,15.8,11.6,21.99,27.9
108,서울,2016-05-25,23.3,17.1,29.9,0,,0,2.1,9.4,45.8,12,13.1,24.45,29.6
108,서울,2016-05-26,23.2,17.2,29.1,0,,0,2.4,7.7,38.3,10.5,13.5,25.38,31.7
108,서울,2016-05-27,22.2,17.6,27.7,0,,0,2.2,9.9,48.1,12.3,11.7,22.84,29.6
108,서울,2016-05-28,21.2,18.2,26.3,0,,0,1.6,10.7,51.8,12.9,2.7,11.24,25.7
108,서울,2016-05-29,24.7,17.3,32.2,0,,0,1.7,11.5,47.3,13.7,11.8,24.43,33.7
108,서울,2016-05-30,23.3,20.8,28.4,0,,0,2.3,11.7,49.1,13.9,4.6,15.57,28
108,서울,2016-05-31,21.7,19.6,25.9,0.1,0.1,1,1.7,15.7,69.5,17.8,2.3,9.42,22.8
108,서울,2016-06-01,22.1,18.2,27.7,0,,0,2.3,14.9,65.9,17,11.6,20.45,31.3
108,서울,2016-06-02,24.1,17.8,31.3,0,,0,2,15,59.5,17.1,12.4,22.84,32.8
108,서울,2016-06-03,24.6,20.2,31.3,0,,0,2.2,15.9,60.9,18.1,12.1,21.74,32.6
108,서울,2016-06-04,23.5,20.9,26.5,3,3,1,1.7,18.5,74.3,21.4,0.7,7.81,25.9
108,서울,2016-06-05,23.5,19.9,26.7,1.5,1.5,2,2.1,19.6,79.4,22.8,3.9,10.48,25.4
108,서울,2016-06-06,23.5,19.4,29.6,0,,0,2.4,17.5,70.5,20.1,9.2,19.87,27.5
108,서울,2016-06-07,23.8,19.7,29.5,0,,0,2.1,15.9,62.5,18.1,7.8,19.48,31.8
108,서울,2016-06-08,20.9,17.4,24.5,15.5,15.5,1,2.7,17.5,81.8,20,1.9,7.05,20.8
108,서울,2016-06-09,20.9,18.6,24.9,0,,0,2.8,15.8,73.5,18,7,13.83,22.4
108,서울,2016-06-10,23.8,18.6,29.1,0,,0,2.5,15.9,63.1,18.1,12,22.38,28.6
108,서울,2016-06-11,24.5,20.1,29.9,0,,0,1.8,15.3,58,17.4,12.5,22.46,31.4
108,서울,2016-06-12,24.1,20.3,29.3,0,,0,1.9,16.8,64.5,19.2,8.8,18.36,30
108,서울,2016-06-13,24.7,19.6,30.7,0,,0,1.7,17.5,66,20.1,6.3,16.89,29.3
108,서울,2016-06-14,26,21,31.3,0,,0,1.7,17.3,60.1,19.8,7.2,16.41,30.6
108,서울,2016-06-15,24.3,20.9,30.2,30.5,30.5,1,2,19.3,75.1,22.5,1,8.64,26.2
108,서울,2016-06-16,24.7,19.6,29.4,0.1,0.1,2,2.1,18.8,71,21.7,7.3,16.45,26.1
108,서울,2016-06-17,23.1,21.1,25.7,3.5,3.5,3,2,18.3,75.8,21.3,3.2,8.81,23.4
108,서울,2016-06-18,22.8,19.2,26.7,0,,0,2.8,15,63.1,17.1,9.1,18.54,24.9
108,서울,2016-06-19,24.4,19.4,30.3,0,,0,2.7,15.1,58.4,17.2,13.4,25.57,30.5
108,서울,2016-06-20,24.4,19.9,29.5,0,,0,1.6,14.2,55.5,16.3,5,13.72,28.3
108,서울,2016-06-21,24.7,20.4,29.7,0,,0,1.8,16.2,61.1,18.5,9.2,17.87,27.9
108,서울,2016-06-22,25.3,20.9,30.2,0,,0,2.2,16.2,58,18.6,7.5,17.64,30.9
108,서울,2016-06-23,24.6,23,26.9,0.2,0.2,1,2.8,20.4,78.1,24,0.9,7.45,26
108,서울,2016-06-24,24,22,26.6,108.5,108.5,2,2.3,21.4,86.5,25.6,0,3.23,23.9
108,서울,2016-06-25,23.5,20.6,27.7,4,4,3,2.4,19.8,81.4,23.2,4.3,13.17,24.8
108,서울,2016-06-26,23.5,21.1,26.8,0,,0,1.6,17.6,70.4,20.1,3.8,12.08,23.6
108,서울,2016-06-27,21.8,20.2,24.1,29.5,29.5,1,3,19,85.1,22,0.8,5.05,22.3
108,서울,2016-06-28,23.1,20.2,24.8,100.5,100.5,2,2.8,21.9,93.6,26.3,0,2.17,22.9
108,서울,2016-06-29,22.9,20.3,26.9,0,,0,1.9,17.7,74,20.3,6.7,15.62,24
108,서울,2016-06-30,24,20.1,28.5,0,,0,1.3,18.3,71.6,21,5.7,15.11,24.9
108,서울,2016-07-01,27.3,21.2,32.4,0,,0,1.8,19.9,66.5,23.4,13.3,24.24,30.7
108,서울,2016-07-02,27.7,23.2,32.7,0,,0,2,19.9,64.8,23.3,12.1,24.33,34
108,서울,2016-07-03,27.9,23.2,33.1,0,,0,1.8,20.2,64.4,23.7,8.6,20.7,34.5
108,서울,2016-07-04,28.4,24.8,33.4,0,,0,1.7,21.4,67.4,25.6,5.6,15.06,32.5
108,서울,2016-07-05,26.3,22.1,30.9,3,3,1,2.1,18.9,65.5,22,8.3,17.79,29.2
108,서울,2016-07-06,26.3,23.2,29.5,0,,0,2.1,20,69,23.4,4.6,13.8,30
108,서울,2016-07-07,27.5,24,32.4,0.1,0.1,1,2.1,20.4,66.9,24,9.9,16.79,32.2
108,서울,2016-07-08,26.2,23.7,29.2,1.5,1.5,2,2.6,17.6,60,20.2,2.6,12.2,28.3
108,서울,2016-07-09,20.8,19.8,23.8,46.5,46.5,3,3.5,19.5,92.8,22.7,0,3.68,21.5
108,서울,2016-07-10,21.7,20.4,23.1,2.5,2.5,4,2.6,18.5,82.9,21.3,0,5,22.5
108,서울,2016-07-11,24.4,20.7,28.4,0.2,0.2,5,1.5,19.5,75.1,22.6,8.1,14.65,25.5
108,서울,2016-07-12,27.1,20.9,32.4,0,,0,1.5,19.4,65.5,22.5,10.3,20.48,29.5
108,서울,2016-07-13,28.6,24,32.9,0,,0,1.9,20.5,62.5,24.1,6.8,15.58,30.7
108,서울,2016-07-14,28.3,24.9,32.2,0,,0,2.2,20,61.3,23.4,4.9,15.16,31.4
108,서울,2016-07-15,29.1,25.3,34.1,0,,0,2.2,21.4,64,25.5,6.5,17.51,32.4
108,서울,2016-07-16,28.7,27.2,31.6,0.5,0.5,1,1.9,22.6,70.4,27.5,3,9.93,30.5
108,서울,2016-07-17,28,27,30.1,0.5,0.5,2,2,23.7,77.9,29.3,0.5,6.61,28.1
108,서울,2016-07-18,28.4,26.4,31.4,0,,0,1.9,23.4,75.3,28.8,3.1,9.71,30.1
108,서울,2016-07-19,28.4,25.6,31.9,0,,0,2.6,22,69,26.4,6.1,13.94,32.9
108,서울,2016-07-20,27.6,26.7,28.9,0.5,0.5,1,3.2,23,76.4,28.1,0.2,4.67,27.1
108,서울,2016-07-21,28,26.7,30.5,0.2,0.2,2,2.8,22,70.6,26.5,10,17.82,31.9
108,서울,2016-07-22,26.3,23.4,28.4,59.5,59.5,3,1.6,22.8,82.3,27.9,0.5,5.33,26.6
108,서울,2016-07-23,28.6,26.4,33,0.5,0.5,4,2.1,23,73.5,28.2,6.5,15.27,29.6
108,서울,2016-07-24,28.9,26.6,32.8,0.2,0.2,5,1.6,23.1,72.1,28.3,7.6,16.33,30.5
108,서울,2016-07-25,28.4,25.8,32.4,0,,0,1.6,22.6,72,27.4,5.6,16.53,30.9
108,서울,2016-07-26,27.2,25,31.1,2,2,1,1.2,21.6,72.5,25.8,1.1,9.03,30.3
108,서울,2016-07-27,29.1,24,34.2,0,,0,1.6,21.6,65.4,25.8,11.8,19.2,32.3
108,서울,2016-07-28,30.7,26,35.7,0,,0,1.6,21.2,59.6,25.4,11.4,15.8,35.9
108,서울,2016-07-29,31.2,26.5,36,0,,0,1.8,22.2,60.1,26.8,11.4,17.78,35.1
108,서울,2016-07-30,30.5,26.6,34,0,,0,1.7,22.9,64.8,27.9,8.8,13.56,35.5
108,서울,2016-07-31,30.6,27,35,0,,0,1.9,20.5,56,24.1,11.9,20.68,38.3
108,서울,2016-08-01,30.5,26.4,35.5,0,,0,1.8,22.4,63.1,27.2,10.6,18.34,38.2
108,서울,2016-08-02,29.3,26.4,33.6,1,1,1,1.9,22.6,68.3,27.5,6,12.45,32.8
108,서울,2016-08-03,29.4,26.1,34.8,0,,0,1.9,21.9,66.3,26.3,9.3,16.98,34.5
108,서울,2016-08-04,30.5,26.1,36.4,0,,0,2,22.5,64.1,27.2,12.8,22.2,39.2
108,서울,2016-08-05,30.4,26.4,35.9,0,,0,2,23.4,68.3,28.9,11.8,19.62,37.5
108,서울,2016-08-06,30.2,26.8,35.1,0,,0,2.4,23,67.9,28.2,10.4,20.66,37.8
108,서울,2016-08-07,28.9,27.3,31.8,0.2,0.2,1,1.9,23.7,74,29.3,4.8,11.38,33.2
108,서울,2016-08-08,29.1,25.8,34,0,,0,1.9,21.4,65.5,25.7,8.6,17.09,35.9
108,서울,2016-08-09,29.3,26.2,34.9,0.5,0.5,1,1.6,21.8,64.9,26.2,7.8,12.39,35
108,서울,2016-08-10,29.9,25.1,34.7,0,,0,1.9,20.8,60.4,24.6,11.5,17.75,36.4
108,서울,2016-08-11,29.9,26.2,34.3,0,,0,1.6,21.5,61.9,25.8,3,11.68,33.5
108,서울,2016-08-12,28.9,26.6,33.2,11.5,11.5,1,1.4,22.5,69.5,27.3,1,9.18,33.7
108,서울,2016-08-13,30.1,26.5,34.9,0,,0,1.7,20.6,59,24.4,4.6,13.72,29.6
108,서울,2016-08-14,30.7,26.9,36.6,0,,0,2.1,20.8,57.5,24.6,8.3,17.95,33.8
108,서울,2016-08-15,30.7,25.8,36.3,0.4,0.4,1,2.1,21,58,24.9,11.7,18.91,35
108,서울,2016-08-16,28.3,26,33,8,8,2,2.1,21.8,68.8,26.2,4.8,10.1,29.5
108,서울,2016-08-17,29.1,26.4,32.9,0,,0,1.8,20,59.1,23.4,6.9,13.97,29.4
108,서울,2016-08-18,27.1,24,32.2,4.5,4.5,1,1.9,20.8,70.4,24.7,3.2,11.54,28.9
108,서울,2016-08-19,23,19.5,28.2,20,20,2,3.6,12.9,57,15.5,7.6,17.17,23.8
108,서울,2016-08-20,23.4,16.9,29.7,0,,0,3.1,9.9,43.3,12.3,12.4,20.97,25.4
108,서울,2016-08-21,21,18.3,24.5,1.5,1.5,1,2.6,13.3,62.5,15.4,3.6,10.21,23.7
108,서울,2016-08-22,22.2,17.4,27.1,0,,0,2,12.2,54.5,14.3,7.1,16.17,23.5
108,서울,2016-08-23,20.6,17.9,24.5,0,,0,3.3,12.4,60.4,14.5,6.3,12.02,23.1
108,서울,2016-08-24,17.7,16.1,19.2,17.5,17.5,1,3.8,15.1,85.3,17.1,0,3.02,18.1
108,서울,2016-08-25,23.2,15.8,28.6,0,,0,3.1,17.2,71.3,19.7,8.8,13.76,21.8
108,서울,2016-08-26,24.2,20.6,29,4.5,4.5,1,2.7,17.7,68.5,20.3,9.1,16.79,25.5
108,서울,2016-08-27,23.9,20.4,28.6,0.5,0.5,2,1.8,18.7,73.8,21.5,3.1,8.93,25
108,서울,2016-08-28,25.6,22.1,29.6,0,,0,1.5,19.8,71.3,23.2,2.7,10.25,26
108,서울,2016-08-29,26.4,23,31.1,0,,0,1.7,19.2,66.1,22.2,8.4,14.15,28.6
108,서울,2016-08-30,24.7,21,29,0,,0,1.8,18.2,69,21,8.3,13.98,26.5
108,서울,2016-08-31,24.3,20.9,28.6,0,,0,1.8,18.1,69.8,20.8,2.5,9.88,27
108,서울,2016-09-01,23,21.5,26.5,4.5,4.5,1,1.3,18.5,76.4,21.3,3.8,8.27,23.3
