date,mosquito,temp,rain_per_day,cum_rain,wind,humidity,steam_pressure,sunshine_time,sunshine
2015-05-28,0.175333762,0.719135802,0.051903114,0.090909091,0.4375,0.48707483,0.513245033,0.306569343,0.379901153
2015-05-29,0.613214326,0.688271605,0.003460208,0.181818182,0.59375,0.534693878,0.509933775,0.868613139,0.741350906
2015-05-30,0.206043644,0.722222222,0.003460208,0.272727273,0.5,0.518367347,0.562913907,0.620437956,0.553212521
2015-05-31,0.202337279,0.663580247,0.107266436,0.363636364,0.421875,0.632653061,0.559602649,0.620437956,0.643163097
2015-06-01,0.404901479,0.706790123,0,0,0.34375,0.568707483,0.569536424,0.671532847,0.613509061
2015-06-02,0.182595212,0.731481481,0,0,0.375,0.572789116,0.602649007,0.715328467,0.694563427
2015-06-03,0.183691993,0.682098765,0.065743945,0.090909091,0.40625,0.666666667,0.609271523,0.518248175,0.505436573
2015-06-04,0.123633751,0.725308642,0.020761246,0.181818182,0.421875,0.484353741,0.516556291,0.649635036,0.665897858
2015-06-05,0.124957452,0.716049383,0,0,0.453125,0.462585034,0.506622517,0.671532847,0.621746293
2015-06-06,0.13066828,0.564814815,0.307958478,0.090909091,0.28125,0.914285714,0.612582781,0,0.10708402
2015-06-07,0.140728414,0.651234568,0,0,0.3125,0.616326531,0.51986755,0.934306569,0.764744646
2015-06-08,0.13010098,0.700617284,0,0,0.375,0.497959184,0.509933775,0.824817518,0.72092257
2015-06-09,0.131084301,0.722222222,0,0,0.359375,0.54829932,0.569536424,0.854014599,0.684019769
2015-06-10,0.119549185,0.75308642,0,0,0.390625,0.469387755,0.556291391,0.627737226,0.593739703
2015-06-11,0.140425854,0.725308642,0.01384083,0.090909091,0.328125,0.561904762,0.592715232,0.175182482,0.393080725
2015-06-12,0.128550357,0.608024691,0.08650519,0.181818182,0.515625,0.707482993,0.539735099,0.02189781,0.341680395
2015-06-13,0.157785258,0.737654321,0,0,0.34375,0.428571429,0.496688742,0.919708029,0.862273476
2015-06-14,0.207026966,0.74382716,0,0,0.40625,0.517006803,0.582781457,0.948905109,0.768369028
2015-06-15,0.176997844,0.75308642,0,0,0.4375,0.517006803,0.586092715,0.832116788,0.741350906
2015-06-16,0.17393442,0.712962963,0.017301038,0.090909091,0.265625,0.628571429,0.625827815,0.204379562,0.279736409
2015-06-17,0.176317083,0.691358025,0.003460208,0.181818182,0.59375,0.578231293,0.556291391,0.854014599,0.758813839
2015-06-18,0.167202451,0.691358025,0,0,0.625,0.553741497,0.526490066,0.810218978,0.679736409
2015-06-19,0.135282327,0.679012346,0,0,0.46875,0.527891156,0.5,0.810218978,0.740691928
2015-06-20,0.16686207,0.703703704,0,0,0.34375,0.43537415,0.463576159,0.795620438,0.687314662
2015-06-21,0.114935139,0.706790123,0,0,0.359375,0.457142857,0.490066225,0.708029197,0.600658979
2015-06-22,0.170076775,0.740740741,0,0,0.34375,0.414965986,0.486754967,0.722627737,0.673476112
2015-06-23,0.255171892,0.75,0,0,0.3125,0.385034014,0.486754967,0.401459854,0.487644152
2015-06-24,0.178208086,0.682098765,0.003460208,0.090909091,0.625,0.62585034,0.589403974,0.094890511,0.408896211
2015-06-25,0.155213494,0.777777778,0,0,0.453125,0.510204082,0.625827815,0.328467153,0.464579901
2015-06-26,0.198290534,0.861111111,0,0,0.296875,0.504761905,0.718543046,0.635036496,0.591433278
2015-06-27,0.178888847,0.898148148,0,0,0.328125,0.496598639,0.774834437,0.722627737,0.592751236
2015-06-28,0.199916796,0.725308642,0.200692042,0.090909091,0.625,0.956462585,0.900662252,0,0.159472817
2015-06-29,0.268824931,0.672839506,0.069204152,0.181818182,0.8125,0.911564626,0.774834437,0.00729927,0.115980231
2015-06-30,0.270262093,0.765432099,0,0,0.546875,0.66122449,0.725165563,0.737226277,0.673805601
2015-07-01,0.329034454,0.820987654,0,0,0.453125,0.476190476,0.635761589,0.832116788,0.643492586
2015-07-02,0.360046897,0.722222222,0,0,0.78125,0.37414966,0.453642384,0.817518248,0.691598023
2015-07-03,0.440943989,0.688271605,0,0,0.5625,0.353741497,0.40397351,0.591240876,0.614497529
2015-07-04,0.311221209,0.709876543,0.003460208,0.090909091,0.34375,0.540136054,0.569536424,0.080291971,0.294233937
2015-07-05,0.270413373,0.734567901,0.034602076,0.181818182,0.28125,0.729251701,0.728476821,0.248175182,0.418121911
2015-07-06,0.32574411,0.808641975,0,0,0.375,0.647619048,0.794701987,0.124087591,0.345304778
2015-07-07,0.307893045,0.793209877,0.076124567,0.090909091,0.25,0.786394558,0.880794702,0.02189781,0.248105437
2015-07-08,0.239590031,0.814814815,0.006920415,0.181818182,0.28125,0.72244898,0.870860927,0.160583942,0.284349259
2015-07-09,0.265648047,0.790123457,0.110726644,0.272727273,0.328125,0.778231293,0.867549669,0.167883212,0.281713344
2015-07-10,0.273817178,0.722222222,0.183391003,0.363636364,0.3125,0.994557823,0.920529801,0,0.124876442
2015-07-11,0.239703491,0.731481481,0.553633218,0.454545455,0.5,0.970068027,0.920529801,0,0.063591433
2015-07-12,0.220037064,0.762345679,0.280276817,0.545454545,0.40625,0.839455782,0.867549669,0.313868613,0.46490939
2015-07-13,0.237434288,0.768518519,0.010380623,0.636363636,0.359375,0.846258503,0.887417219,0.262773723,0.310708402
2015-07-14,0.24601944,0.814814815,0,0,0.421875,0.688435374,0.82781457,0.525547445,0.52553542
2015-07-15,0.23206384,0.783950617,0.027681661,0.090909091,0.40625,0.804081633,0.88410596,0.01459854,0.180889621
2015-07-16,0.165651829,0.842592593,0,0,0.546875,0.715646259,0.90397351,0.576642336,0.498187809
2015-07-17,0.158844219,0.820987654,0,0,0.421875,0.68707483,0.847682119,0.489051095,0.491927512
2015-07-18,0.189289361,0.830246914,0,0,0.484375,0.666666667,0.841059603,0.386861314,0.37660626
2015-07-19,0.197609773,0.777777778,0.114186851,0.090909091,0.421875,0.823129252,0.887417219,0.102189781,0.253377265
2015-07-20,0,0.820987654,0,0,0.59375,0.648979592,0.80794702,0.437956204,0.419769357
2015-07-21,0.21757876,0.808641975,0,0,0.703125,0.673469388,0.814569536,0.270072993,0.321911038
2015-07-22,0.205211603,0.842592593,0.000692042,0.090909091,0.578125,0.587755102,0.778145695,0.547445255,0.519934102
2015-07-23,0.166030029,0.864197531,0,0,0.3125,0.553741497,0.784768212,0.861313869,0.707742998
2015-07-24,0.24617072,0.851851852,0.076124567,0.090909091,0.21875,0.646258503,0.850993377,0.547445255,0.49785832
2015-07-25,0.201959079,0.780864198,0.051903114,0.181818182,0.328125,0.752380952,0.831125828,0.364963504,0.385172982
2015-07-26,0.191558564,0.783950617,0,0,0.328125,0.688435374,0.774834437,0.700729927,0.551894563
2015-07-27,0.149275746,0.793209877,0,0,0.359375,0.657142857,0.768211921,0.627737226,0.620428336
2015-07-28,0.191142544,0.787037037,0,0,0.328125,0.67755102,0.778145695,0.160583942,0.369028007
2015-07-29,0.174539541,0.802469136,0,0,0.3125,0.594557823,0.708609272,0.773722628,0.654695222
2015-07-30,0.196777732,0.777777778,0,0,0.296875,0.60952381,0.71192053,0.620437956,0.479736409
2015-07-31,0.211716652,0.790123457,0,0,0.375,0.579591837,0.685430464,0.817518248,0.610873147
2015-08-01,0.444234333,0.796296296,0.000692042,0.090909091,0.296875,0.634013605,0.751655629,0.474452555,0.429654036
2015-08-02,0.271774895,0.75617284,0.200692042,0.181818182,0.3125,0.695238095,0.738410596,0.124087591,0.309390445
2015-08-03,0.33315684,0.780864198,0,0,0.34375,0.51292517,0.609271523,0.824817518,0.66490939
2015-08-04,0.263681404,0.820987654,0,0,0.390625,0.491156463,0.665562914,0.635036496,0.538385502
2015-08-05,0.185393896,0.787037037,0,0,0.28125,0.632653061,0.745033113,0.01459854,0.29752883
2015-08-06,0.182746492,0.74382716,0.002768166,0.090909091,0.265625,0.703401361,0.735099338,0.058394161,0.211532125
2015-08-07,0.201769978,0.737654321,0.017301038,0.181818182,0.3125,0.741496599,0.748344371,0.313868613,0.341021417
2015-08-08,0.219318483,0.74691358,0,0,0.390625,0.62585034,0.67218543,0.503649635,0.46490939
2015-08-09,0.167958852,0.771604938,0,0,0.265625,0.567346939,0.652317881,0.708029197,0.585502471
2015-08-10,0.192352785,0.771604938,0,0,0.59375,0.500680272,0.612582781,0.386861314,0.41878089
2015-08-11,0.199500775,0.62962963,0.038062284,0.090909091,0.5,0.715646259,0.57615894,0,0.138056013
2015-08-12,0.228924776,0.635802469,0,0,0.453125,0.606802721,0.523178808,0.262773723,0.37693575
