date,total,mosquito,etc,loc_num,loc_name,temp,l_temp,h_temp,rain_per_day,wind,dew,humidity,steam_pressure,sunshine_time,sunshine,ground_surface_temp
2017-08-30,3046,3011,35,108,서울,19.8,16.1,23.9,,1.5,10.3,55.8,13.2,3.4,9.64,19.7
2017-08-31,2877,2853,24,108,서울,22.2,16.6,27.6,,1.6,14,62.4,16,11.8,19.21,24.3
2017-09-01,3470,3435,35,108,서울,23.3,17.1,29.7,,2.2,13.3,56,15.3,12.4,22.7,26.6
2017-09-02,2964,2928,36,108,서울,23.8,18.6,29.6,,1.8,14.8,59,16.9,10.7,19.67,27.2
2017-09-03,3194,3160,34,108,서울,23.7,19,29.2,,1.6,16.2,64,18.4,8.5,15.85,25.6
2017-09-04,3589,3549,40,108,서울,24.6,19.7,30.1,,1.6,13.7,53.8,15.8,8.8,17.94,28.6
2017-09-05,3351,3307,44,108,서울,21.9,20.4,23.7,0,1.7,14.3,62.4,16.4,0,5.38,22.6
2017-09-06,3053,2985,68,108,서울,20.6,18.5,24,2,1.2,16.1,75.5,18.3,0,6.06,21.5
2017-09-07,2898,2874,24,108,서울,22.4,17.8,27.5,,1.4,17.1,73.3,19.7,7.6,14.01,24.3
2017-09-08,3564,3519,45,108,서울,24.3,20.4,29.9,,1.7,17,67.5,19.6,9.7,19.77,27.6
2017-09-09,3839,3789,50,108,서울,23.8,19.2,28.2,,1.4,17.6,70.1,20.1,11.1,16.69,26.5
2017-09-10,3825,3774,51,108,서울,23,19.9,26.1,0.5,1.4,18,74.3,20.7,0,7.34,24.3
2017-09-11,3406,3365,41,108,서울,21.2,18.6,24.6,24,1.7,17.3,79.8,19.8,1.9,8.17,22.6
2017-09-12,3588,3546,42,108,서울,22.1,17.7,27.9,,1.9,12.8,58.6,15.2,11.6,19.09,23.3
2017-09-13,4328,4284,44,108,서울,21.4,15.9,27.5,,1.9,9.7,49.3,12.1,11.9,21.6,23
2017-09-14,3752,3709,43,108,서울,22.4,14.8,29.5,,1.7,10.5,48.8,12.7,11.5,20.59,23.9
2017-09-15,3864,3811,53,108,서울,22.6,17.8,27.9,,3.6,10.7,48.4,13,11.3,19.03,25
2017-09-16,3302,3255,47,108,서울,22,16.7,27.6,,3.6,11.2,50.9,13.3,11,20.23,25.2
2017-09-17,3373,3308,66,108,서울,23.1,19,29.2,,2.7,12.2,51.3,14.2,10,19.04,26.7
2017-09-18,3531,3478,53,108,서울,21.9,16.4,27.6,,2.1,14,62.8,16.1,11.4,18.98,25.8
2017-09-19,3621,3572,49,108,서울,22.6,20.1,25.8,8,3,18.7,79.1,21.7,2.1,7.26,24.6
2017-09-20,3363,3330,33,108,서울,19.5,14.1,24.9,,2.4,7.9,48.9,10.8,11.6,20.74,20.3
2017-09-21,3271,3217,54,108,서울,20.3,14.2,27,,1.6,10.5,57.3,12.8,11.5,19.35,21.7
2017-09-22,3416,3379,37,108,서울,20.6,15.4,26.8,,2.1,12.3,60.8,14.4,11,16.7,22.1
2017-09-23,3591,3556,35,108,서울,21.8,17.6,27.3,0,1.6,15.7,69.8,17.9,7.3,13.3,23.3
2017-09-24,3928,3899,29,108,서울,22.4,18.8,27.9,0,2,16.8,71.5,19.2,5.4,11.77,24.3
2017-09-25,4255,4201,54,108,서울,23.4,17.4,30.1,,1.4,14,58,16,10.4,16.62,25.2
2017-09-26,3750,3692,58,108,서울,25.1,19.4,31.4,0,1.9,15.5,57,17.6,8.7,15.66,27
2017-09-27,3547,3511,36,108,서울,22.7,19.9,27.3,0.5,1.7,16,66.4,18.3,0,0.02,24
2017-09-28,4052,3975,77,108,서울,19.2,14.2,25.3,,2.8,7.1,49.1,10.6,,11.81,23
2017-09-29,3374,3302,72,108,서울,17.4,11.2,23.5,,2.2,2.6,39.3,7.5,10.5,13.75,20
2017-09-30,3467,3436,31,108,서울,20,14.7,25.9,,1.5,12.9,64.9,15.2,5.8,6.11,21.1
2017-10-01,3199,3161,38,108,서울,18.2,15.5,21.2,4,2.3,13.4,74.8,15.4,0.6,3.06,18.8
2017-10-02,2363,2342,21,108,서울,22,15.6,29.4,1.5,2.3,13.6,62.3,15.6,10.2,11.2,21.7
2017-10-03,4357,4307,50,108,서울,17.6,13.4,23.6,,2.3,6.8,49.8,10.1,6.7,7.19,18.2
2017-10-04,3323,3281,42,108,서울,16.7,10.7,24.3,,1.8,5.5,48.5,9.1,8.5,9.93,17.5
2017-10-05,3623,3553,70,108,서울,18.7,13.9,23.4,,2.1,9.6,56.4,12,6.4,7.21,18.7
2017-10-06,3694,3638,56,108,서울,18.9,16.2,23.3,0.5,2.3,12.2,66.4,14.3,4.6,5.32,19.4
2017-10-07,2766,2741,25,108,서울,21.9,16.9,28.8,0,1.2,15.2,67.6,17.3,6.2,9.17,23.9
2017-10-08,3708,3672,36,108,서울,23,19.3,28.7,,1.4,16.2,66.9,18.4,10,9.32,25.3
2017-10-09,3794,3771,23,108,서울,22.5,19.8,27.6,0,1.5,15.4,66,17.6,6.5,7.24,24.9
2017-10-10,3528,3500,28,108,서울,21.4,18.6,24.8,0.4,1.3,17,76.9,19.4,1,3.75,22.1
2017-10-11,2752,2718,34,108,서울,15.5,12.2,21.7,20,2.9,11.3,77.1,13.8,1.9,3.87,17.4
2017-10-12,1654,1610,44,108,서울,11.4,8.8,,,2,5.9,71,9.3,,2.23,11.7
2017-10-13,677,672,5,108,서울,12.8,6.1,18.9,,3.2,2.3,51,7.3,9.6,9.41,12.8
2017-10-14,1715,1701,14,108,서울,14.4,9,20.5,,,0.8,42.8,6.6,10.6,10.58,13.5
2017-10-15,2593,2566,27,108,서울,15.8,9,23,,1.7,2.7,42.5,7.5,9.3,9.97,15.3
2017-10-16,2878,2833,45,108,서울,16.6,13.6,22,,1.7,5,47.6,8.8,5.3,7.3,17.2
2017-10-17,2449,2416,33,108,서울,16.2,9.2,23.9,,1.3,4.4,47.1,8.5,10.3,10.3,16.2
2017-10-18,2498,2473,25,108,서울,16.5,14.2,19.1,0.1,2.4,8.2,58.8,10.9,0.3,3.13,15.7
2017-10-19,1791,1773,18,108,서울,17,11.9,23.2,,1.8,8.1,58.3,10.8,9.2,9.08,16.8
2017-10-20,2180,2133,47,108,서울,17,11.1,24.2,,1.5,8,58.6,10.8,10.1,9.75,16.9
2017-10-21,1830,1818,12,108,서울,17.6,11,25.2,,1.3,6.8,52.8,9.9,10.1,9.75,16.7
2017-10-22,2311,2293,18,108,서울,16.3,11,23.5,,3.1,5.5,50.4,9,9.6,8.97,15.6
2017-10-23,1865,1825,40,108,서울,13.7,8.6,20.6,,1.4,2.1,47,7.2,10.1,9.37,14.4
2017-10-24,1204,1189,15,108,서울,14.4,9.9,20.9,,1.9,4.6,54.3,8.6,8.2,7.95,14.3
2017-10-25,1125,1109,16,108,서울,14.4,9.5,20.6,,1.5,5.7,59,9.2,9.5,9.17,14.7
2017-10-26,1380,1361,19,108,서울,14.5,10.7,18.1,,1.2,5.4,56.5,9,1.8,4.42,14.6
2017-10-27,1649,1619,30,108,서울,16.9,11.9,24.2,,1.2,7.1,54.4,10.1,9.7,8.47,16.8
2017-10-28,1484,1469,15,108,서울,17.2,10.6,24.8,,2,6.7,51.9,9.9,9.8,8.75,16.5
2017-10-29,1695,1671,24,108,서울,11.5,6.3,17.2,,3.3,-0.8,45.6,6.5,7.3,7.94,12.1
2017-10-30,153,149,4,108,서울,7.7,2.5,13.2,,2.4,-10.4,27.4,2.8,9.8,9.16,10.1
2017-10-31,158,154,4,108,서울,10.4,3.6,16,,1.8,1.2,54.3,7,9.5,8.01,11.4
2018-04-30,1321,1313,8,108,서울,19.2,14.1,25,,1.6,11.3,61.6,13.6,9.2,20.74,23
2018-05-01,1856,1837,19,108,서울,20.4,17.8,23.3,0,1.5,15.2,72.8,17.3,3.2,12.42,23.5
2018-05-02,1888,1871,17,108,서울,15.1,8.7,19.7,12,1.9,13.5,90.4,15.8,0,2.47,16
2018-05-03,476,468,8,108,서울,11.2,6.9,14.7,1,2.7,3.8,62.4,8.1,8.2,12.18,11.4
2018-05-04,1069,1052,17,108,서울,14.1,8.8,20,,2.7,1.8,45.5,7,12.4,27.26,17.9
2018-05-05,1747,1717,30,108,서울,18.3,11.6,24.6,,2.6,6.1,46.8,9.6,11,22.26,20.4
2018-05-06,2269,2246,23,108,서울,16.6,15,20.7,22,1.1,14.1,86.4,16.1,3.2,9.31,17.2
2018-05-07,1371,1361,10,108,서울,19.2,14,25.5,,1.2,10.1,60.3,12.5,7.1,17.7,18.4
2018-05-08,2952,2931,21,108,서울,17.5,11.6,22.9,,1.7,6.8,50.9,10,11.3,23.25,21.3
2018-05-09,2007,1988,19,108,서울,15.7,9.2,21.8,,1.7,5,50.4,8.8,12.6,26.77,21.7
2018-05-10,2926,2906,20,108,서울,15.4,11.3,21.4,,2.3,8.9,67.4,11.5,12.3,26.53,22.5
2018-05-11,2433,2422,11,108,서울,16.1,11.9,21.3,,1.8,7.6,59.8,10.5,5.3,18.7,21
2018-05-12,3133,3117,16,108,서울,14.2,11.8,16.1,32,0.9,12.3,89.3,14.4,0,1.32,14.6
2018-05-13,1534,1533,1,108,서울,15.8,12.7,20,0.5,1.9,12.5,82.5,14.5,6.9,16.37,18.4
2018-05-14,2388,2376,12,108,서울,18.2,11.9,24.5,,1.4,12.4,71.4,14.5,7.2,19.19,21.2
2018-05-15,3092,3076,16,108,서울,23.2,15.4,29.3,0,1.1,13.3,56.4,15.5,8.9,21.18,25.3
2018-05-16,3542,3529,13,108,서울,22.3,21.8,24.4,45,1.9,21.1,93.8,25.1,0,1.6,21.6
2018-05-17,1969,1964,5,108,서울,20.9,18.8,23.5,83,1.4,20.4,97,24,0,3.96,21.2
2018-05-18,1637,1634,3,108,서울,16.3,12.2,19.3,6.5,1.3,13.9,86.8,16.3,0.4,5.64,18.2
2018-05-19,1861,1849,12,108,서울,17.6,10.3,24.7,,1.5,5.6,47.5,9.1,12.7,29.13,21.2
2018-05-20,2854,2837,17,108,서울,17,11.5,22.6,,1.4,-0.2,32.1,6.1,4.2,14.42,16.9
2018-05-21,2698,2680,18,108,서울,17.8,11.3,23.7,,1.4,4.7,43.9,9.1,8.8,24.59,21.8
2018-05-22,2718,2708,10,108,서울,18.1,15.4,23.2,12.5,1.1,13.4,75.5,15.5,2.7,10.87,19
2018-05-23,2121,2119,2,108,서울,17.3,13.6,23.3,6.5,2.5,7.7,57.1,10.7,12.7,29.2,21.9
2018-05-24,2675,2663,12,108,서울,18.3,11.2,23.7,,2.2,6.2,47.4,9.6,12.5,27.02,22.1
2018-05-25,2651,2636,15,108,서울,19.7,13.8,26.2,,1.8,6.9,47.4,10.1,12.1,25.48,23.1
2018-05-26,2789,2778,11,108,서울,21.8,14,29.6,,1.4,10,50.1,12.3,12.6,26.86,26.3
2018-05-27,3172,3160,12,108,서울,20.3,17.3,24.7,,1.7,8.3,47.4,11,4.7,17.12,23.6
2018-05-28,3174,3154,20,108,서울,22.3,16.2,29.1,,1.6,11,49.8,13.2,12.5,26.49,27.9
2018-05-29,3500,3480,20,108,서울,21.4,19.1,25.9,1,1.8,15.3,69.3,17.5,3.4,13.34,25.2
2018-05-30,2847,2838,9,108,서울,20.2,15.8,24.7,0,1.9,14.1,69.8,16.2,9.8,21.67,24.8
2018-05-31,3242,3229,13,108,서울,20.9,14.2,27.6,,1.9,11.8,58.9,13.9,12.9,26.94,28.3
2018-06-01,3195,3178,17,108,서울,23.8,17.5,30.2,,1.9,12.1,50.4,14.1,12.9,27.94,30.6
2018-06-02,3300,3270,30,108,서울,23.4,17.6,30.1,,2,9.6,44.5,12,12.8,28.49,30.8
2018-06-03,2841,2828,13,108,서울,24,16.9,30.8,,1.6,8.1,39.4,10.8,12.9,27.18,31
2018-06-04,2986,2977,9,108,서울,22.6,18.9,27.5,,1.9,11.3,50.1,13.6,9.2,21.13,27.4
2018-06-05,2767,2760,7,108,서울,23.7,17.7,29.2,,1.7,12.7,52.5,14.7,11.4,24.35,30.7
2018-06-06,3137,3119,18,108,서울,23,18.4,27.9,,2,15.2,62.9,17.4,12.7,26.6,30.9
2018-06-07,3517,3491,26,108,서울,22.2,17.8,29.4,,2,15.7,69.3,17.9,9.4,24.04,30
2018-06-08,3153,3122,31,108,서울,21.9,18.5,27,,2.1,15.3,68,17.5,7.1,18.52,31.1
2018-06-09,3228,3198,30,108,서울,23.7,18.9,30.1,0.5,1.4,14.9,60.6,17,7.9,20.24,29.7
2018-06-10,3617,3581,36,108,서울,21.3,18.3,24.9,0.5,1.4,12.9,59.9,14.9,1.4,12.82,23.7
2018-06-11,4180,4152,28,108,서울,20.2,18,23.9,5,1.4,13.5,67.3,15.7,3.3,11.27,24.5
2018-06-12,3436,3417,19,108,서울,21.3,16.6,27.1,0,1.7,14,65.5,16,12.1,23.45,26.2
2018-06-13,4196,4163,33,108,서울,22,18.3,27,0,1.5,14.7,64,16.7,4.9,15.75,25.3
2018-06-14,4693,4640,53,108,서울,21.6,18.8,25.1,29,1.1,16.6,74.9,19,1.4,10.34,22.7
2018-06-15,4586,4516,70,108,서울,21.7,17.2,27,16.5,1.4,13.1,60.8,15.2,9.8,23.64,24
2018-06-16,4781,4746,35,108,서울,22.5,16.3,28.7,,1.4,12.9,56.4,15.1,13,28.06,26.8
2018-06-17,4987,4943,44,108,서울,22.8,18.9,27.5,,1.3,16.1,66.9,18.2,2.4,14.78,25.3
2018-06-18,5380,5323,57,108,서울,24.8,19.9,30.8,,1.5,14.4,54.9,16.4,12.6,26.17,30.4
2018-06-19,4653,4605,48,108,서울,22.4,19.1,27.2,,1.8,14.2,61.3,16.2,3.1,17.65,26.4
2018-06-20,4489,4442,47,108,서울,22.7,19.1,28.4,,2.3,16.1,68.1,18.3,10.2,24.52,28.9
2018-06-21,4588,4545,43,108,서울,23.7,19.4,28.7,,2.2,14.9,60.1,17,12.6,28.21,32.2
2018-06-22,5116,5080,36,108,서울,25,18.2,32,,1.8,10.4,45.1,12.9,12.4,27.4,30.6
2018-06-23,5058,5010,48,108,서울,24.5,20.9,28.9,,2,12.9,50.6,15.3,8.5,22.19,30.7
2018-06-24,4705,4673,32,108,서울,25.2,20.1,32.1,,1.9,16.3,62.8,18.8,11.1,25.7,32.8
2018-06-25,4866,4830,36,108,서울,27.1,21.3,32.9,,1.2,17,57.1,19.5,7.8,20.44,31.7
2018-06-26,4696,4664,32,108,서울,22.3,20.2,26.9,71.5,2.4,19.9,88.3,23.5,0,1.29,22.5
2018-06-27,3301,3285,16,108,서울,22.3,19.1,25.5,1,2,18.9,81.9,21.8,2.9,13.56,23.7
2018-06-28,3740,3709,31,108,서울,23.3,20.6,27.3,26.5,1.1,20.5,85.1,24.1,1.9,9.31,24.5
2018-06-29,2960,2937,23,108,서울,24.7,21.9,29.1,6.5,1.5,20.4,78.5,24,8.4,18.79,26.6
2018-06-30,3353,3318,35,108,서울,24.4,21.6,27.9,14.5,0.9,21.4,83.8,25.5,0.5,8.76,24.7
2018-07-01,3106,3076,30,108,서울,21.9,21,22.8,83.5,0.8,20.9,94.6,24.8,0,2.09,22.2
2018-07-02,3140,3106,34,108,서울,22.6,20.6,25.3,59.5,0.7,21.8,95.4,26.1,0.1,4.73,23.5
2018-07-03,1805,1791,14,108,서울,27.4,22.5,32.6,0.1,0.8,22,74.4,26.4,10.1,22.88,29.1
2018-07-04,2479,2434,45,108,서울,27.3,24,31.8,,1.7,21,69.6,24.9,8.4,22.43,30
2018-07-05,2727,2684,43,108,서울,25.3,23.4,29,0.5,1.2,19.9,72.8,23.4,1.7,10.88,27
2018-07-06,2614,2583,31,108,서울,23.9,21.5,27.1,,1.8,15,57.8,17.1,2.6,15.83,27
2018-07-07,3034,3000,34,108,서울,23.7,19.5,29.2,,1.6,12.9,51.4,14.9,,27.32,30.9
2018-07-08,3202,3167,35,108,서울,23.3,17.7,28.1,,1.5,12.5,51.5,14.6,9.5,23.98,29.8
2018-07-09,3647,3600,47,108,서울,20.8,20.1,24.2,14,1.1,17.4,82.3,20,0,4,22.4
2018-07-10,3276,3235,41,108,서울,23.7,20.4,26.5,16.5,0.7,21.4,87.8,25.6,0,5.92,23.9
2018-07-11,2546,2524,22,108,서울,26.8,24.4,29.5,3,1.3,23.4,82.9,28.9,0.1,8.74,26.9
2018-07-12,2880,2861,19,108,서울,26.6,25.1,28.2,1,1.5,23.2,82.4,28.5,1.1,9.92,27
2018-07-13,2814,2771,43,108,서울,27.3,24.7,30.9,,1.8,22.2,74.8,26.8,7,15.6,28.9
2018-07-14,3701,3597,104,108,서울,27.9,24.6,31.9,0,1.9,21.5,69.6,25.7,11.3,21.51,30.6
2018-07-15,3550,3489,61,108,서울,28.3,24.5,33.2,,1.6,21.8,69.6,26.2,11,22.91,32.6
2018-07-16,3924,3870,54,108,서울,28.7,24,34,,1.7,20.7,64.3,24.4,12.9,26.67,33.4
2018-07-17,3729,3679,50,108,서울,28.1,23.9,32.1,,1.7,20.9,66.5,24.7,13,25.57,34.3
2018-07-18,3444,3381,63,108,서울,28.2,23.7,33.2,,1.6,20.4,64.8,24.1,13,25.14,34.2
2018-07-19,3879,3835,44,108,서울,28.7,23.2,34.1,,1.6,20.5,64.1,24.3,12.9,27.8,35.6
2018-07-20,4207,4147,60,108,서울,29.5,24.6,34.7,,1.5,21.1,62.6,25,12.9,25.73,35.7
2018-07-21,4311,4232,79,108,서울,30.6,24.9,36.9,,1.5,19.3,53.6,22.5,12.9,26.62,36.1
2018-07-22,4158,4105,53,108,서울,31.8,25.3,38,,1.4,19.3,49.6,22.4,12.2,25.51,37.3
2018-07-23,4126,4077,49,108,서울,31.7,29.2,35.7,,1.8,21,53.8,25,8,18.94,37.1
2018-07-24,4025,3972,53,108,서울,31.4,27.2,36.8,,1.6,22.3,59.5,27,10.2,18.42,35.8
2018-07-25,4271,4223,48,108,서울,30.1,27.7,34.1,,2.4,22.9,66.3,28,5.2,14.36,36.1
2018-07-26,4286,4230,56,108,서울,30.1,27.3,33.7,,1.5,23.6,68.8,29.1,4.4,12.21,32.7
2018-07-27,4429,4382,47,108,서울,30.9,27.2,35.4,,1.9,24.3,69.3,30.3,9.3,19.29,36.2
2018-07-28,3874,3828,46,108,서울,29.5,28,35.2,7.5,1.2,25,77.1,31.6,3.4,9.59,30.1
2018-07-29,3629,3579,50,108,서울,31.3,26.4,36.7,,1.2,19.7,52.4,23.1,12.3,22.33,32.2
2018-07-30,4022,3975,47,108,서울,31.7,26.2,36.9,,1.2,20,50.9,23.4,11,19.68,34
2018-07-31,2716,2685,31,108,서울,32.6,27.8,38.3,,1.5,20.5,50.5,24.2,12,24.5,38.8
2018-08-01,2875,2834,41,108,서울,33.6,27.8,39.6,,1.7,22.9,55.5,28,12.6,25.69,40.1
2018-08-02,2619,2589,30,108,서울,33.7,30.3,37.9,,1.6,22.9,54.4,28,9.8,18.58,36.8
2018-08-03,2361,2337,24,108,서울,33.1,30,37.9,,1.9,22.6,55.3,27.4,10.5,21.09,39.3
2018-08-04,2760,2732,28,108,서울,31.1,28,34.9,,2.4,22.2,60.6,26.9,12.1,20.45,37.8
2018-08-05,2916,2888,28,108,서울,30,27.2,33.9,2,2.6,24,71.8,29.9,10.1,20.62,34.9
2018-08-06,3480,3455,25,108,서울,30.5,28.3,35.3,6.5,1.6,24.6,71.6,30.9,7.3,17.86,31.4
2018-08-07,3046,3021,25,108,서울,30.5,26.8,35.9,,1.5,22.5,63.4,27.3,8.5,15.62,29.7
2018-08-08,2710,2696,14,108,서울,31,27.6,35.3,,2.1,23,64.8,28.2,10.8,20.59,35.5
2018-08-09,2408,2383,25,108,서울,28.8,27.1,32.5,2,1.5,24.1,76.3,30,2.6,11.11,32.5
2018-08-10,3120,3102,18,108,서울,30.7,25.7,36.8,,1.4,21.8,60.9,26.1,11.4,21.85,32.7
2018-08-11,2472,2453,19,108,서울,31,26.4,36,,1.5,20.7,55.8,24.5,11.5,21.37,36.3
2018-08-12,2051,2041,10,108,서울,30.6,27.2,35.3,5,1.5,21.8,61.3,26.3,8.4,18.23,34.7
2018-08-13,2540,2527,13,108,서울,30.5,26.7,34.4,1,1.4,23.7,68.6,29.3,6.3,12.29,29.9
2018-08-14,2679,2650,29,108,서울,31.7,27.7,37.2,,1.3,22,58.3,26.5,9.5,18.37,34.7
2018-08-15,2190,2175,15,108,서울,31.7,28.3,38,1,1.2,22.3,59.5,27,9.5,18.41,34
2018-08-16,1757,1746,11,108,서울,29.9,24.1,35.6,,1.7,18.2,51,21.3,11,24.88,35.5
2018-08-17,1325,1318,7,108,서울,27.2,21.7,33.8,,1.8,11.7,39.8,13.8,12.4,26.23,34.6
2018-08-18,1562,1551,11,108,서울,26.7,21.5,32.1,,1.4,13.1,44.6,15.2,10.9,23.27,34.1
2018-08-19,1184,1176,8,108,서울,28.2,23,34.4,,1.2,16.4,50.6,18.7,7.9,19.79,34.4
2018-08-20,1332,1326,6,108,서울,29.1,25.1,33.3,0,2,19.1,55.6,22.1,6,15.07,32.7
2018-08-21,829,823,6,108,서울,26.6,23.4,31,5,2.5,20.7,71.4,24.4,6.8,12.86,27
2018-08-22,1234,1222,12,108,서울,30.7,23.4,37.6,,1.1,19.6,54.1,22.8,10.5,22.27,34.6
2018-08-23,1241,1229,12,108,서울,29.4,25.7,32.2,3,1.7,20.3,59.1,23.9,1.7,9.3,31.5
2018-08-24,1561,1543,8,108,서울,24.4,23.2,26.3,7.5,2.5,21.8,86.3,26.2,0,5.69,24.7
2018-08-25,1998,1985,13,108,서울,25.2,22.7,29.3,,2.6,18.6,68,21.5,7.2,16.21,25.6
2018-08-26,2236,2221,15,108,서울,23.2,20.3,29,2,1.2,17,70,19.4,5.1,13.54,24.3
2018-08-27,1920,1914,6,108,서울,22.7,20.2,24.9,19.5,0.8,21.1,91,25,0,7.84,24.4
2018-08-28,1716,1709,7,108,서울,23.7,22.5,26.1,96.5,0.9,22.4,92.4,27.1,0,4.42,24.4
2018-08-29,2129,2116,13,108,서울,25.2,22.7,27.4,42,2.4,22.5,86,27.3,0.1,2.75,24.8
2018-08-30,1794,1770,24,108,서울,25.3,23.9,28.2,9.5,1.8,21.6,80.9,25.9,1.9,8.74,25.8
2018-08-31,1514,1498,16,108,서울,25.6,22.8,30.3,0.1,1.6,18.5,67.4,21.4,10.1,22.17,27.2
2018-09-01,1279,1261,18,108,서울,25.5,20.8,30.9,,1.3,16.4,59.4,18.7,10.6,21.01,26.5
2018-09-02,1499,1487,12,108,서울,25.1,20.1,29.6,,1.5,15.3,55.8,17.6,9.2,20.34,28.4
2018-09-03,1377,1360,17,108,서울,23.3,21.4,25.8,34.5,1,20.5,85.3,24.1,0,3.36,24.3
2018-09-04,1264,1260,4,108,서울,23.2,20,27.8,,2.2,16.7,69.4,19.2,11,21.64,24
2018-09-05,1808,1799,9,108,서울,24,19.6,28.5,,2.5,16,63.5,18.3,11.8,22.46,24.8
2018-09-06,1857,1846,11,108,서울,24.1,20.9,28.2,1,2,17.9,69.9,20.5,2.2,11.03,24.7
2018-09-07,1937,1911,26,108,서울,22,19.1,25.5,0.5,2.5,11.9,54.6,14.2,10.9,19.58,23.3
2018-09-08,1757,1744,13,108,서울,21.7,15.9,27.7,,1.7,9.9,48.8,12.2,11.7,22.75,24.5
2018-09-09,1592,1571,21,108,서울,22.2,15.6,28.9,,1.2,10.2,49,12.5,9.9,21.4,26.4
2018-09-10,1661,1649,12,108,서울,22.9,18.6,28.4,,1.6,11.5,49.5,13.5,10.3,19.84,26.2
2018-09-11,1827,1815,12,108,서울,21.6,16.8,26.1,,1.5,9.9,48.1,12.3,8.4,17.85,24.5
2018-09-12,1638,1626,12,108,서울,22.8,16.8,28.2,,1.4,12.1,52,14.3,11.3,20.39,26.8
2018-09-13,1740,1725,15,108,서울,23.5,20.3,28.3,,1.2,15.9,63.5,18.1,5,12.93,27.2
2018-09-14,2009,1990,19,108,서울,23.5,20.3,26.8,0.5,1.3,16.7,66.9,19,1.6,9.8,25.4
2018-09-15,2269,2254,15,108,서울,23.3,21,26,0.2,1,18.7,76,21.6,0.8,7.44,24
2018-09-16,2317,2295,22,108,서울,22.2,21,23.9,2,1.7,19.2,83.6,22.2,0,6.44,23.2
2018-09-17,3368,3336,32,108,서울,22.3,18.5,27.7,0.1,1.9,14.5,64.3,16.7,10.8,20.42,25.8
2018-09-18,3475,3450,25,108,서울,22,17.7,26.5,,1.2,13.4,59.8,15.4,7.9,15.85,25.5
2018-09-19,3218,3183,35,108,서울,22.1,18.9,26.6,0.2,1,13.4,59.1,15.4,2.1,10.66,24.4
2018-09-20,3136,3112,24,108,서울,19,17.8,20.1,5,1.8,15.8,82.4,18,0,4.08,19.8
2018-09-21,3216,3194,22,108,서울,19.4,17.6,21.9,18,1.3,16.9,85.8,19.2,0.6,6.31,20.8
2018-09-22,2762,2737,25,108,서울,20.8,17.2,25.5,6.5,1.8,12.2,62.3,14.6,10.8,19.06,21.1
2018-09-23,3382,3348,34,108,서울,19.4,15.6,25.3,0,1.6,8.9,52.9,11.6,7.4,14.77,19.9
2018-09-24,3561,3542,19,108,서울,17.6,14.2,22.1,,2.1,5.9,48.3,9.4,11,20.96,19.3
2018-09-25,2611,2591,20,108,서울,17.8,10.8,24.3,,1.1,5.8,48,9.3,10,20.19,19.8
2018-09-26,2771,2757,14,108,서울,19.4,16.2,24.8,,1.7,7.7,47.9,10.6,8.4,17.06,21.8
2018-09-27,2608,2587,21,108,서울,18.9,13.2,25,,1.3,7.2,47.6,10.2,10.3,18.26,20
2018-09-28,2209,2200,9,108,서울,17.5,14.3,22.2,,1.2,9.1,58.1,11.6,3.5,8.76,18.6
2018-09-29,1748,1731,17,108,서울,20.2,14.6,27,,1,10.3,55.5,12.6,10.8,19.37,21.9
2018-09-30,2030,2018,12,108,서울,17.6,14,21.6,,2.3,7,52.5,10.4,10.4,16.95,21.2
2018-10-01,2047,2031,16,108,서울,15.4,13,19.7,0,2.9,6.1,55.1,9.5,7.9,15.1,19
2018-10-02,1642,1634,8,108,서울,15.9,10.3,22,,1.6,7.9,61.4,10.7,10.8,18.84,19.4
2018-10-03,1406,1396,10,108,서울,17.3,11.2,24.2,,1.3,8.2,58,10.9,10.6,18.49,19.8
2018-10-04,1559,1549,10,108,서울,19.3,13,25.6,,1.3,9.9,56.5,12.2,8.9,15.88,20.7
2018-10-05,2509,2487,22,108,서울,16.9,15.7,19,36.5,1.7,13.9,84.1,16.1,0,2.74,17
2018-10-06,1224,1221,3,108,서울,18,16.3,21.7,55.5,2.2,15.1,84,17.2,3,6.86,18.8
2018-10-07,1349,1340,9,108,서울,16.4,12.3,21.1,,1.7,5.9,53.5,9.8,10.5,15.65,16.2
2018-10-08,1153,1149,4,108,서울,14.8,9.2,20.9,,1.1,2.8,47,7.5,10.5,15.28,14.1
2018-10-09,754,752,2,108,서울,15.3,10.7,19.8,0,1.1,5.2,52.5,8.9,2.3,8.89,14.3
2018-10-10,1473,1464,9,108,서울,12,7.9,16.7,7,2.5,4.1,61,8.7,6.5,10.3,13.1
2018-10-11,269,269,0,108,서울,9.7,6.1,13.9,,2.1,-0.4,51,5.9,9.3,15.42,8.9
2018-10-12,298,296,2,108,서울,10.9,5.2,17.4,,1.3,1.4,54,6.8,10.1,17.67,12.7
2018-10-13,330,329,1,108,서울,12.5,6.1,19.8,,1,2.5,54,7.4,10,16.78,13.8
2018-10-14,354,351,3,108,서울,13.2,6.8,20.3,,1.5,4.8,60,8.7,9.9,16.08,14.9
2018-10-15,725,724,1,108,서울,15.2,10.9,21,,1.4,9.3,69.9,11.8,6.8,11.26,15.7
2018-10-16,894,894,0,108,서울,14.5,9.9,20.3,,1.3,5,55.9,8.8,8.2,13.15,15.4
