date,mosquito,temp,rain_per_day,accum_rain,wind,humidity,sunshine
2020-10-06,1507,13.6,0,0,2.2,52.3,14.16
2020-10-07,1668,12.8,0,0,2.4,47,12.19
2020-10-08,1766,11.7,0,0,1.5,41.8,14.48
2020-10-09,2326,11.8,0,0,1.5,64.3,5.28
2020-10-10,2573,13.1,0,0,1.8,64.3,17.65
2020-10-11,2291,13.6,0,0,2,65.5,15.96
2020-10-12,1526,15.1,0,0,1.7,74.4,15.27
2020-10-13,1834,15.2,0,0,1.6,67.1,15.67
2020-10-14,1043,14.1,0,0,1.9,69.4,4.72
2020-10-15,722,13.5,0,0,2.8,66,11.01
2020-10-16,729,8.6,0,0,3,51.5,17.01
2020-10-17,651,8.7,0,0,2.5,47.6,16.65
2020-10-18,723,11.8,0,0,1.7,62.5,13.83
2020-10-19,990,12.9,0,0,1.6,71.6,13.69
2020-10-20,949,14,0,0,1.8,74.1,12.23
2020-10-21,1089,13.8,0,0,2.5,52.1,15.27
2020-10-22,982,10.8,0,0,2,40.3,13.77
2020-10-23,519,11.9,0,0,1.5,42.9,14.62
2020-10-24,270,13.6,0,0,2.6,60.3,11.03
2020-10-25,358,13.7,13.6,13.6,2.3,84.3,1.61
2020-10-26,536,10.8,1.7,15.3,2.3,58.3,14.6
2020-10-27,535,5.1,0.5,2.2,3.5,47.5,15.22
2020-10-28,884,4.9,0,0,2.3,43.9,15.36
2020-10-29,695,9.6,0,0,1.8,61.5,12.77
2020-10-30,543,13.5,0,0,1.7,63.3,5.65
2020-10-31,454,14.6,0.1,0.1,2.7,68.8,11.01
