date,actual,LGBM,GBR,RFR
2019-08-11,-0.401607394,-0.123286283,0.152232682,0.258860634
2019-10-18,-1.071965477,-0.50302332,-0.567270474,-0.846164847
2017-10-25,-0.907946032,-0.455093944,-0.567270474,-0.846164847
2016-08-15,2.326337918,1.130293019,0.422472898,0.475358579
2017-05-06,-0.867553183,-0.500257183,-0.151114581,-0.194253892
2016-06-11,0.955429116,0.682393794,0.422472898,0.475358579
2020-05-26,-0.46280868,-0.387110435,-0.473844281,-0.737889807
2018-07-20,0.33158401,-0.00132013,0.242908351,0.284248799
2017-07-12,-0.017671328,0.161677186,0.190321226,0.343793991
2020-06-10,-0.027871542,0.576135512,0.331797229,0.475358579
2017-10-24,-0.875305346,-0.445382333,-0.520140944,-0.846164847
2018-07-25,0.362592661,-0.033421928,0.242908351,0.284248799
2016-07-13,0.379321013,0.535790935,0.291773354,0.339524633
2018-07-06,-0.306541397,-0.230926918,0.010756679,0.152684211
2017-07-26,0.48009913,0.440631031,0.190321226,0.343793991
2020-07-31,-0.118857454,-0.079713584,0.190321226,0.343793991
2019-08-10,-0.428943968,-0.218826122,0.152232682,0.258860634
2015-08-26,2.698849744,0.73580264,0.331797229,0.449970414
2020-07-19,0.122275612,-0.057156178,0.190321226,0.343793991
2015-04-14,-1.306570406,-0.781802353,-0.629345804,-0.961590498
2015-04-20,-1.245369121,-0.77436621,-0.629345804,-0.961590498
2017-09-23,0.090450944,-0.112455793,0.134099184,0.280670629
2015-04-11,-1.193144023,-0.781802353,-0.629345804,-0.961590498
2017-10-29,-0.678645214,-0.482433169,-0.629345804,-0.946548134
2019-09-18,-0.112737325,0.287354166,0.422472898,0.475358579
2016-09-20,1.274083811,0.419901353,0.331797229,0.475358579
2017-07-21,1.143113059,0.258691479,0.190321226,0.343793991
2019-09-06,-0.171490559,0.456119183,0.190321226,0.343793991
2019-06-26,0.449498487,-0.207448881,0.242908351,0.284248799
2018-05-15,-0.105393171,-0.365339418,-0.520140944,-0.829977371
2018-06-30,-0.006655096,-0.180996674,0.010756679,0.152684211
2019-09-16,0.105139252,0.415047553,0.190321226,0.343793991
2018-09-14,-0.54849048,-0.203911898,0.242908351,0.284248799
2017-05-12,-0.518297845,-0.400212475,-0.355700375,-0.635746973
2019-09-10,-0.009919165,-0.140844197,0.190321226,0.343793991
2020-07-18,-0.044599894,0.137244285,0.190321226,0.343793991
2015-05-28,0.531100201,0.511577051,0.422472898,0.7534407
2017-06-24,0.733064444,0.765627101,0.422472898,0.574010202
2017-06-08,-0.657836777,-0.134463661,0.134099184,0.188935726
2020-05-21,-0.732094337,-0.510643274,-0.520140944,-0.829977371
2017-06-02,-0.415071677,0.511577051,0.422472898,0.621120115
2017-07-09,0.51151579,0.282517339,0.190321226,0.343793991
2019-04-27,-1.319218672,-0.560401339,-0.567270474,-0.846164847
2020-09-27,-0.100497068,-0.182421457,-0.151114581,-0.175028299
2018-06-07,0.063930387,0.46349978,0.422472898,0.540457784
2016-05-30,1.050903122,-0.206109077,-0.151114581,-0.175028299
2019-06-28,0.80568997,-0.08422394,0.242908351,0.382900422
2017-04-17,-0.910802092,-0.580043995,-0.567270474,-0.9389578
2017-09-29,-0.013183233,0.084336714,0.422472898,0.410328014
2019-10-12,-0.596635491,-0.560535633,-0.520140944,-0.846164847
2020-05-15,-0.620707997,-0.527804564,-0.567270474,-0.846164847
2019-04-21,-1.1539752,-0.694012842,-0.629345804,-0.961590498
2017-09-22,0.018233427,-0.191409922,0.134099184,0.280670629
2020-09-02,0.073722592,0.091535595,0.190321226,0.343793991
2018-09-24,0.084738824,-0.253989648,-0.189783624,-0.227638056
2019-06-09,-0.381614974,-0.022440163,0.010756679,0.174112315
2018-07-23,0.30302341,-0.101460367,0.242908351,0.284248799
