mosquito,temp,rain_per_day,cum_rain,wind,humidity,steam_pressure,sunshine_time,sunshine
0.149275746,0.819875776,0,0,0.59375,0.651639344,0.803389831,0.437956204,0.419769357
0.191142544,0.807453416,0,0,0.703125,0.676229508,0.810169492,0.270072993,0.321911038
0.174539541,0.841614907,0.000692042,0.090909091,0.578125,0.590163934,0.772881356,0.547445255,0.519934102
0.196777732,0.863354037,0,0,0.3125,0.556010929,0.779661017,0.861313869,0.707742998
0.211716652,0.850931677,0.076124567,0.090909091,0.21875,0.648907104,0.847457627,0.547445255,0.49785832
0.444234333,0.779503106,0.051903114,0.181818182,0.328125,0.755464481,0.827118644,0.364963504,0.385172982
0.271774895,0.782608696,0,0,0.328125,0.691256831,0.769491525,0.700729927,0.551894563
0.33315684,0.791925466,0,0,0.359375,0.659836066,0.762711864,0.627737226,0.620428336
0.263681404,0.785714286,0,0,0.328125,0.680327869,0.772881356,0.160583942,0.369028007
0.185393896,0.801242236,0,0,0.3125,0.596994536,0.701694915,0.773722628,0.654695222
0.182746492,0.776397516,0,0,0.296875,0.612021858,0.705084746,0.620437956,0.479736409
0.201769978,0.788819876,0,0,0.375,0.581967213,0.677966102,0.817518248,0.610873147
0.219318483,0.795031056,0.000692042,0.090909091,0.296875,0.636612022,0.745762712,0.474452555,0.429654036
0.167958852,0.754658385,0.200692042,0.181818182,0.3125,0.698087432,0.73220339,0.124087591,0.309390445
0.192352785,0.779503106,0,0,0.34375,0.515027322,0.6,0.824817518,0.66490939
0.199500775,0.819875776,0,0,0.390625,0.493169399,0.657627119,0.635036496,0.538385502
0.228924776,0.785714286,0,0,0.28125,0.635245902,0.738983051,0.01459854,0.29752883
0.284558073,0.742236025,0.002768166,0.090909091,0.265625,0.706284153,0.728813559,0.058394161,0.211532125
0.334556182,0.736024845,0.017301038,0.181818182,0.3125,0.744535519,0.742372881,0.313868613,0.341021417
0.334480542,0.745341615,0,0,0.390625,0.628415301,0.66440678,0.503649635,0.46490939
0.280095307,0.770186335,0,0,0.265625,0.569672131,0.644067797,0.708029197,0.585502471
0.231118339,0.770186335,0,0,0.59375,0.50273224,0.603389831,0.386861314,0.41878089
0.231458719,0.627329193,0.038062284,0.090909091,0.5,0.718579235,0.566101695,0,0.138056013
0.207518626,0.633540373,0,0,0.453125,0.609289617,0.511864407,0.262773723,0.37693575
0.17404788,0.720496894,0,0,0.484375,0.509562842,0.522033898,0.890510949,0.716639209
0.18149843,0.673913043,0.002076125,0.090909091,0.265625,0.62295082,0.566101695,0.496350365,0.416474465
0.204719943,0.711180124,0,0,0.265625,0.573770492,0.559322034,0.781021898,0.569686985
0.288907379,0.726708075,0,0,0.25,0.575136612,0.579661017,0.773722628,0.596046129
0.277485723,0.757763975,0,0,0.296875,0.534153005,0.596610169,0.642335766,0.532125206
0.176922204,0.757763975,0,0,0.53125,0.486338798,0.562711864,0.605839416,0.555189456
0.376271699,0.695652174,0.003460208,0.090909091,0.328125,0.669398907,0.630508475,0.240875912,0.285337727
0.343897735,0.695652174,0.124567474,0.181818182,0.359375,0.700819672,0.640677966,0.744525547,0.530477759
0.314511554,0.723602484,0,0,0.34375,0.610655738,0.606779661,0.613138686,0.498517298
0.250936046,0.633540373,0.034602076,0.090909091,0.328125,0.765027322,0.613559322,0,0.169028007
0.284860633,0.642857143,0,0,0.578125,0.5,0.444067797,0.474452555,0.47446458
0.290231081,0.655279503,0,0,0.375,0.397540984,0.383050847,0.890510949,0.672158155
0.220528724,0.658385093,0,0,0.5,0.270491803,0.284745763,0.897810219,0.705436573
0.171740857,0.649068323,0,0,0.453125,0.260928962,0.288135593,0.875912409,0.675782537
0.18130933,0.649068323,0,0,0.375,0.525956284,0.46779661,0.868613139,0.649093904
0.204530842,0.605590062,0.017301038,0.090909091,0.328125,0.718579235,0.542372881,0.131386861,0.243492586
0.284520253,0.549689441,0,0,0.296875,0.5,0.345762712,0.423357664,0.389456343
0.169471654,0.580745342,0,0,0.40625,0.413934426,0.318644068,0.868613139,0.661614498
0.160432661,0.639751553,0,0,0.25,0.509562842,0.437288136,0.729927007,0.473146623
0.169244734,0.661490683,0,0,0.34375,0.337431694,0.33559322,0.817518248,0.626688633
0.146741803,0.624223602,0,0,0.390625,0.296448087,0.291525424,0.854014599,0.64645799
0.137248969,0.618012422,0,0,0.484375,0.308743169,0.291525424,0.832116788,0.649093904
0.138988692,0.633540373,0,0,0.375,0.386612022,0.359322034,0.729927007,0.593739703
0.186225937,0.645962733,0,0,0.375,0.471311475,0.416949153,0.839416058,0.574958814
0.176619644,0.639751553,0,0,0.3125,0.617486339,0.505084746,0.562043796,0.447446458
0,0.655279503,0,0,0.234375,0.523224044,0.447457627,0.729927007,0.465897858
0,0.695652174,0,0,0.28125,0.336065574,0.366101695,0.817518248,0.564085667
0.144548239,0.636645963,0,0,0.265625,0.465846995,0.413559322,0.153284672,0.238550247
0.112968496,0.680124224,0,0,0.296875,0.445355191,0.420338983,0.751824818,0.532454695
0.116826141,0.680124224,0,0,0.390625,0.446721311,0.440677966,0.693430657,0.486655684
0.132105442,0.649068323,0,0,0.28125,0.419398907,0.386440678,0.802919708,0.476771005
0.13055482,0.633540373,0,0,0.296875,0.213114754,0.237288136,0.817518248,0.575288303
0.140085473,0.618012422,0,0,0.25,0.215846995,0.227118644,0.408759124,0.370016474
0.1446617,0.639751553,0,0,0.359375,0.174863388,0.223728814,0.686131387,0.562438221
0.154078893,0.614906832,0,0,0.40625,0.293715847,0.288135593,0.270072993,0.32092257
0.116637041,0.459627329,0.242214533,0.090909091,0.5625,0.733606557,0.403389831,0,0.057331137
0.120721607,0.465838509,0,0,0.578125,0.405737705,0.244067797,0.766423358,0.463920923
